gene,importance_l1,rank_l1,importance_rf,rank_rf,importance_xgb,rank_xgb,log2fc,auc,log2fc_val,auc_val,stability_score,rank_score_l1,rank_score_rf,rank_score_xgb,model_consensus_score,consensus_score
SRPX2,0.0,238,0.0,491,0.0,123,3.701195014465451,0.95687277131131,1.0725678997386572,0.7640769779044904,0.8604736247676995,0.7319819819819819,0.44707207207207206,0.8614864864864865,0.6801801801801801,0.7703269024739399
PYGB,0.0,600,0.019417748335170973,13,0.0,447,3.091929405234475,0.989941465383839,0.9098170943216912,0.8866714183891661,0.9383064418864818,0.32432432432432434,0.9853603603603603,0.4966216216216216,0.6021021021021021,0.770204271994292
COL17A1,0.0,594,0.00022685551922515051,141,0.0,343,9.130366931305929,0.9823218731077172,1.6478311119030646,0.9018769303872654,0.94209940174747,0.3310810810810811,0.8412162162162162,0.6137387387387387,0.5953453453453453,0.7687223735464077
PDGFRB,0.0,275,7.734732311003496e-05,247,0.0,291,2.856481369844581,0.9541647042992666,0.8557119980993111,0.7277263007840342,0.8409402855570921,0.6903153153153153,0.7218468468468469,0.6722972972972973,0.6948198198198199,0.7678800526884559
MYEOV,0.0,353,0.0,481,0.0006970674,43,4.671039689161003,0.9327020117069234,0.6013861035875498,0.7785697315276787,0.8556358425468504,0.6024774774774775,0.4583333333333333,0.9515765765765766,0.6707957957957958,0.7632158191713232
SLC9B2,0.0,356,0.00033402942572377753,114,0.0,406,3.7338497308753276,0.9713214021395411,0.618753675457353,0.7388928486576384,0.8551004915446353,0.5990990990990991,0.8716216216216216,0.5427927927927928,0.6711711711711712,0.7631358313579033
SFTA2,0.0,274,0.00011467111905885223,202,0.0,365,4.746626650070645,0.9325842696629214,0.5927213399857454,0.7493466381563316,0.840964784930292,0.6914414414414415,0.7725225225225225,0.588963963963964,0.6843093093093092,0.7626370471198006
MFGE8,0.0,351,0.0002583747803286634,122,0.0,412,2.5621057188992804,0.9532732288232523,0.6019176336421941,0.7586124970301735,0.8559417470619022,0.6047297297297297,0.8626126126126126,0.536036036036036,0.6677927927927928,0.7618672699273474
LGALS4,0.0,327,0.0,441,0.0008555163,41,4.285054020049789,0.9298593823588778,0.9016091328106457,0.7232121644095985,0.8263727641141929,0.6317567567567568,0.5033783783783784,0.9538288288288288,0.6963213213213213,0.7613470427177571
TNFAIP6,0.0,372,0.000337845612961626,113,0.0,405,6.41844552243827,0.9830451456637288,1.1507248847707299,0.7301021620337372,0.8565507330030847,0.581081081081081,0.8727477477477478,0.543918918918919,0.6659159159159159,0.7612333244595003
RNF213,0.0,243,3.7969638439424166e-05,278,0.0,312,1.5202561562268722,0.9119289510865909,0.5562854122119267,0.7569493941553814,0.8344355697046006,0.7263513513513513,0.6869369369369369,0.6486486486486487,0.6873123123123124,0.7608739410084565
CTSV,0.0,261,2.8359440458810854e-05,282,0.0,278,2.6931996299535763,0.9010966830384176,0.5329276193870278,0.7571869802803517,0.8291413055754184,0.706081081081081,0.6824324324324325,0.6869369369369369,0.6918168168168167,0.7604790611961176
NUF2,0.0,783,0.00011526873302254964,200,0.0026417796,23,5.2331434669985875,0.993070039695889,0.698235210263721,0.8037538607745307,0.8984115262956966,0.11824324324324324,0.7747747747747747,0.9740990990990991,0.6223723723723723,0.7603919493340345
FIBIN,0.0,321,0.00010190217391304349,214,0.0,285,2.68649665612595,0.911945771378591,0.5079776193870282,0.7438821572820147,0.8279068518927704,0.6385135135135135,0.759009009009009,0.6790540540540541,0.6921921921921922,0.7600495220424812
FAM177A1,0.0,174,0.0,732,0.00036002038,53,1.6879249444930373,0.9631803808114108,0.5440671252078859,0.7947255880256592,0.8789522996818974,0.8040540540540541,0.17567567567567569,0.9403153153153153,0.640015015015015,0.7594836573484562
MKI67,0.0,466,0.0007204974384237159,72,0.0,500,6.484627753481801,0.9892686537038283,1.004882002851034,0.8275124732715609,0.9083905564913212,0.4752252252252252,0.918918918918919,0.4369369369369369,0.6103603603603603,0.7593754584258408
PKM,0.0,565,0.009884747247918406,26,0.0,494,4.02694682432887,0.9953239588239252,0.9593364409598468,0.8553100498930862,0.9253170043441352,0.36373873873873874,0.9707207207207207,0.4436936936936937,0.5927177177177178,0.7590173610309265
TRPS1,0.0,319,8.889919604205317e-05,228,0.0,283,2.511907192356859,0.9345690641189531,0.6165700974103103,0.7229745782846282,0.8287574888220354,0.6407657657657657,0.7432432432432432,0.6813063063063063,0.6884384384384384,0.7585979636302369
ETV1,0.0,801,0.000172374051774076,152,5.1175684e-05,59,3.914854591939716,0.9844748704837516,1.0159350890947962,0.809455927773818,0.8969653962113218,0.09797297297297297,0.8288288288288288,0.9335585585585585,0.6201201201201201,0.7585427581657209
SRGAP2C,0.0,413,0.0,412,0.00035850005,54,2.3634370382829846,0.956553185763305,0.5245971323354706,0.7350914706581136,0.8458151933070998,0.5349099099099099,0.536036036036036,0.9391891891891891,0.670045045045045,0.7579301191760723
SPRR1B,0.11687608319168322,8,0.0,357,0.0,336,3.6965244869810947,0.8064657202449035,0.5386389379900214,0.7479211214065099,0.7771913639614008,0.990990990990991,0.597972972972973,0.6216216216216216,0.7368618618618618,0.7570266129116312
DNAJA4,0.0,382,0.0,499,0.0010852505,40,2.0201022370988357,0.9299098432348786,0.5630243169398907,0.788310762651461,0.8591043335189713,0.5698198198198198,0.4380630630630631,0.954954954954955,0.6542792792792792,0.7566918063991253
PDCD1LG2,0.0,392,0.0,470,7.011559e-05,58,3.8556804716409876,0.9691179438875059,0.5346912948443805,0.7469707769066287,0.8580369752841603,0.5585585585585585,0.47072072072072074,0.9346846846846847,0.6546546546546547,0.7563458149694076
PIAS3,0.0,397,0.0002511442243900557,125,0.0,404,1.2309049956267235,0.8880441364462087,0.5682437348538834,0.8270373010216202,0.8575407183511133,0.5529279279279279,0.8592342342342343,0.545045045045045,0.6524024024024024,0.7549715603767579
CKAP2,0.0,138,0.0,790,7.8113e-05,57,3.315080811410886,0.9904965350198478,0.585613561416011,0.7647897362794012,0.8776392641995632,0.8445945945945946,0.11036036036036036,0.9358108108108109,0.6302552552552553,0.7539472597274093
EMB,0.0,402,0.009542448440263685,43,0.0,465,4.750857794523313,0.9888481464038215,0.5304841363744366,0.7070563079116179,0.8478821952725439,0.5472972972972973,0.9515765765765766,0.47635135135135137,0.6584084084084084,0.7531453018404761
OSBPL10,0.0,512,0.01,24,0.0,524,4.04418559846599,0.9890331696158244,0.8132198503207393,0.8175338560228083,0.9032835117966191,0.42342342342342343,0.972972972972973,0.4099099099099099,0.6021021021021021,0.7526928069493606
KRT17,0.0,472,0.00043311721775121664,94,0.0,506,8.175415151719035,0.9718091906075489,1.1775731488081105,0.843430743644571,0.9076199668241154,0.46846846846846846,0.8941441441441441,0.43018018018018017,0.5975975975975976,0.7526087822108565
TEP1,0.0,195,0.0,546,0.0,238,1.9957859987889388,0.9620534212473928,0.5032496032311702,0.7816583511522928,0.8718557142868447,0.7804054054054054,0.38513513513513514,0.7319819819819819,0.6325075075075075,0.7521816108971762
LAMA4,0.0,426,0.00974358187084971,29,0.0,462,4.14728881450582,0.989504137791832,0.79770262295082,0.7075314801615586,0.8484345600377275,0.5202702702702703,0.9673423423423423,0.4797297297297297,0.6557807807807808,0.7521076704092542
GRHL1,0.0,305,0.0001402629082531508,171,0.0,324,1.9114879028459935,0.8946713314943147,0.5399833071988591,0.7129959610358755,0.8037917252497546,0.6565315315315315,0.8074324324324325,0.6351351351351351,0.6996996996996997,0.7517457124747271
HIST2H4B,0.0,429,0.00028483247811577516,120,0.0,384,2.6266721657807977,0.9068324026105093,0.5271393656450476,0.7980517937752436,0.8524419942989364,0.5168918918918919,0.8648648648648649,0.5675675675675675,0.6497747747747747,0.7511083845368556
FAM83B,0.15719532698786334,7,0.0,541,0.0,386,2.5474992599071524,0.9152089080266433,0.7936233285816092,0.7894986932763126,0.8523533157661826,0.9921171171171171,0.39076576576576577,0.5653153153153153,0.6493993993993995,0.750876357582791
COL4A2,0.0,346,0.0,492,0.0,124,3.6251637051739216,0.9811612729596986,0.6729349536707048,0.739368020907579,0.8602611877038493,0.6103603603603603,0.44594594594594594,0.8603603603603603,0.6388888888888888,0.7495750382963691
ANGPT2,0.0,188,0.0,779,0.0017124182,29,4.007117237435242,0.9780831595236492,0.8073696317415067,0.7671655975291043,0.8726090472606519,0.7882882882882883,0.12274774774774774,0.9673423423423423,0.6261261261261262,0.7493675866933891
XRCC4,0.0,545,0.009431567505346001,47,0.0,496,3.212566847204468,0.9930363991118885,0.5748227916369677,0.8187217866476597,0.9058790656218547,0.38626126126126126,0.9470720720720721,0.44144144144144143,0.5915915915915916,0.7487353286067231
GALNT3,0.0,296,0.0,521,0.0021626109,25,1.8959375798963864,0.9065464576465047,0.5619367830838691,0.7198859586600143,0.8129907467038894,0.6666666666666666,0.4132882882882883,0.9718468468468469,0.683933933933934,0.7484623403189117
SLC26A9,0.0558857501062759,14,0.0,379,0.0,338,2.2989462726232928,0.8078281638969252,0.782369308624375,0.7346162984081729,0.771220235787494,0.9842342342342343,0.5731981981981982,0.6193693693693694,0.7256006006006007,0.7484104181940474
TPM2,0.0,193,0.0,548,0.0,260,3.0542293581376576,0.9691852250555071,0.80898842717985,0.774768353528154,0.8719766008121932,0.7826576576576577,0.38288288288288286,0.7072072072072072,0.6242492492492492,0.7481129250307212
PLAT,0.00019547626243200737,31,0.0,584,0.0,476,5.461509920608222,0.9943988427639103,1.4139310548823945,0.816583511522927,0.9054911736353257,0.9650900900900901,0.34234234234234234,0.46396396396396394,0.5904654654654654,0.7479783195503955
MRVI1,0.0,360,8.749239196591603e-05,229,0.0,369,2.977259984525331,0.9494382022471909,0.6341086124970285,0.7600380137799951,0.8547371668990584,0.5945945945945946,0.7421171171171171,0.5844594594594594,0.6403903903903904,0.7475637786447245
HIST2H2BE,0.0,361,8.727990285367334e-05,230,0.0,370,2.210002109264617,0.8866985130861872,0.7535128391541939,0.8225231646471847,0.8546108370157433,0.5934684684684685,0.740990990990991,0.5833333333333334,0.6392642642642642,0.7469375506400038
OAS2,0.0,509,0.0006278518538713799,75,0.0,516,4.901968034717083,0.9816490614277064,1.0392329389403665,0.8313138512710858,0.9064814562288656,0.42680180180180183,0.9155405405405406,0.4189189189189189,0.5870870870870871,0.7467842716579763
PLXNC1,0.0,404,0.0,524,0.00305953,20,3.390282520352554,0.9741303909035861,0.7708179258731285,0.7208363031598954,0.8474609061002543,0.545045045045045,0.4099099099099099,0.9774774774774775,0.6441441441441441,0.7458025251221991
PSEN1,0.0,546,0.00044359134491752744,90,0.0,473,2.5633951490277878,0.9875866245038014,0.5073209479686396,0.8234735091470659,0.9055300561401062,0.38513513513513514,0.8986486486486487,0.46734234234234234,0.5837087087087087,0.7446193824244074
CAMSAP2,0.0,375,0.0,493,0.0,125,2.531976966292135,0.9745845387875933,0.5473822784509386,0.7457828462817772,0.8601639772568462,0.5777027027027027,0.44481981981981983,0.8592342342342343,0.6272522522522522,0.7437081147545492
ANKRD50,0.0,377,0.0,494,0.0,127,2.597232439615152,0.9619524994953912,0.6936042219054395,0.757424566405322,0.8596874822332077,0.5754504504504504,0.4436936936936937,0.8569819819819819,0.6253753753753754,0.7425314288042915
COL3A1,0.0,380,0.0,489,0.0,130,6.13966465720245,0.9840207225997443,1.421350306486099,0.7348538845331433,0.859435479777307,0.5720720720720721,0.44932432432432434,0.8536036036036037,0.625,0.7422177398886536
SH3PXD2B,0.0,237,0.0,500,0.0,261,2.2107394604050326,0.9457209177151316,0.6140127179852692,0.772392492278451,0.8590565055898806,0.7331081081081081,0.4369369369369369,0.706081081081081,0.6253753753753754,0.742215940482628
RAC1,0.0,499,0.038177472098247955,2,0.0,635,2.8480845959765855,0.9904797147278476,0.5408001916528091,0.8303635067712045,0.9104216102613955,0.4380630630630631,0.9977477477477478,0.2849099099099099,0.5735735735735736,0.7419975919174846
SULT1B1,0.0,378,0.0,495,0.0,128,5.79992422458454,0.9613301486913813,0.8657947873604179,0.7581373247802329,0.8596233051876525,0.5743243243243243,0.44256756756756754,0.8558558558558559,0.6242492492492492,0.7419362772184508
FLNA,0.0,379,0.0,496,0.0,129,2.9323977662652227,0.9539123999192626,0.928097312900924,0.7652649085293418,0.8595883520619968,0.5731981981981982,0.44144144144144143,0.8547297297297297,0.623123123123123,0.7413557375925599
IGF2BP3,0.00465447088007856,25,0.0,518,0.0,339,3.313010872636749,0.8392989302294288,1.0003773818009032,0.7845093846519362,0.8119041465427078,0.9718468468468469,0.4166666666666667,0.6182432432432432,0.668918918918919,0.7404115327308134
HIST1H2BD,0.0,381,0.0,497,0.0,131,2.988836654780326,0.9109870147345759,0.6602260608220485,0.8077928248990259,0.8593898620649463,0.5709459459459459,0.4403153153153153,0.8524774774774775,0.6212462462462462,0.7403180541555963
OSMR,0.0,303,8.704501110139273e-05,238,0.0,322,2.049070789880912,0.908867657942542,0.6711511808030401,0.7004038964124496,0.804451940053699,0.6587837837837838,0.7319819819819819,0.6373873873873874,0.676051051051051,0.740251495552375
SCNN1A,0.0,297,0.0,538,0.0004780893,49,1.7591882224315425,0.8464811949135436,0.8686316559752916,0.7769066286528866,0.8116924671547266,0.6655405405405406,0.39414414414414417,0.9448198198198198,0.6681681681681683,0.7399303176614475
WNT5A,0.0,347,7.73005310210392e-05,250,0.0,407,1.9091625950346498,0.8828298459261253,0.7513617581373255,0.829888334521264,0.8563590898865511,0.6092342342342343,0.7184684684684685,0.5416666666666666,0.623123123123123,0.739741106504837
PRRX1,0.0,276,0.0,395,0.0,292,3.9110459025768676,0.9517089416672274,0.5993762532668105,0.7301021620337372,0.8408735127544121,0.6891891891891891,0.5551801801801802,0.6711711711711712,0.6385135135135135,0.7396935131339628
FAM177B,0.0,277,0.0,396,0.0,293,6.365699195990043,0.9684283119154948,0.5388600641482544,0.7144214777856974,0.8408584501598103,0.6880630630630631,0.5540540540540541,0.670045045045045,0.6373873873873874,0.7391229187735988
SLFN5,0.0,366,5.814737409829434e-05,262,0.0,375,2.83442758527888,0.9703290049115253,0.5106008458066054,0.736992159657876,0.8536579255703799,0.5878378378378378,0.704954954954955,0.5777027027027027,0.6234984984984985,0.7385782120344392
RASGRF2,0.0,278,0.0,397,0.0,294,2.735378254726502,0.9587230034313395,0.6390696079828944,0.7227369921596579,0.840698387110859,0.6869369369369369,0.5529279279279279,0.668918918918919,0.6362612612612613,0.7384798241860602
EPHA4,0.0,537,0.00034192531306894433,108,0.0,492,3.653051460001346,0.9821200296037139,1.016189303872653,0.8253741981468282,0.9037471132159653,0.3952702702702703,0.8783783783783784,0.44594594594594594,0.5731981981981983,0.7384726557070818
CXCL10,0.0,279,0.0,398,0.0,295,5.897327592006997,0.9692188656395075,0.8133880969351384,0.7115704442860536,0.8402086683628796,0.6858108108108109,0.5518018018018018,0.6677927927927928,0.6351351351351351,0.7376719017490073
BRCA2,0.0,436,0.00013946907424875352,174,0.0,393,2.548837899481935,0.9290856489268653,0.546772969826562,0.7738180090282727,0.8514515278354872,0.509009009009009,0.8040540540540541,0.5574324324324325,0.6234984984984985,0.7374750131669928
CKS2,0.0,370,5.7332090985936815e-05,274,0.0,368,4.81815380475005,0.9946511471439143,0.5019718104062729,0.7125207887859348,0.8534204172154296,0.5833333333333334,0.6914414414414415,0.5855855855855856,0.6201201201201202,0.7367702686677748
COL1A2,0.0,156,0.0,730,0.0,195,5.810745297046358,0.9861064388077775,1.5259565454977437,0.7707293894036589,0.8784175869295621,0.8243243243243243,0.17792792792792791,0.7804054054054054,0.5942192192192192,0.7363184030743906
TMPRSS3,0.0,273,0.0,394,0.0,315,3.1546810670793244,0.9485467267711767,0.7200226300784021,0.7336659539082918,0.8411058497853613,0.6925675675675675,0.5563063063063063,0.6452702702702703,0.6313813813813813,0.7362436155833714
CLEC2B,0.0,281,0.0,399,0.0,297,3.3338402240462894,0.9740967503195854,0.5390602542171528,0.7042052744119743,0.8391089195485564,0.6835585585585585,0.5506756756756757,0.6655405405405406,0.6332582582582582,0.7361835889034073
CLIC1,0.0,486,0.019365826179577886,14,0.0,672,3.49660830586019,0.9935073672878961,0.6544586299200121,0.8310762651461154,0.9122918151916833,0.4527027027027027,0.9842342342342343,0.24324324324324326,0.56006006006006,0.7361759376258716
ITGA6,0.0,282,0.0,400,0.0,298,1.7967712776693814,0.909119962322546,0.58623026609646,0.7688287004038964,0.8389731229555555,0.6824324324324325,0.5495495495495496,0.6644144144144144,0.6321321321321322,0.7355526275438438
ASAP1,0.0,239,0.0,427,0.0,307,2.0245838861602636,0.9522135504272355,0.524674739843193,0.719648372535044,0.8358238281688557,0.7308558558558559,0.5191441441441441,0.6542792792792793,0.6347597597597597,0.7352917939643078
POF1B,0.0,266,0.0,405,0.0,305,2.7816656361434435,0.9260579963668168,0.8142261368496095,0.7469707769066287,0.8364606972583811,0.7004504504504504,0.543918918918919,0.6565315315315315,0.6336336336336337,0.7350471654460073
AGR3,0.0,249,0.0,453,0.0,266,4.850746925250622,0.9556617102872905,0.6250522499406035,0.7103825136612022,0.8329146700825814,0.7195945945945946,0.48986486486486486,0.7004504504504504,0.6366366366366366,0.734775653359609
DSC2,0.0,284,0.0,401,0.0,300,2.1367702381753353,0.9592612527753481,0.578970662865288,0.7189356141601331,0.8385645618158392,0.6801801801801802,0.5484234234234234,0.6621621621621622,0.6302552552552553,0.7344099085355472
ACTR3,0.0,175,0.0,733,0.0,188,2.817002950279216,0.9783522841956537,0.5751757567118094,0.77952007602756,0.8789353487473671,0.8029279279279279,0.17454954954954954,0.7882882882882883,0.5885885885885886,0.7337619686679779
MOXD1,0.0,286,0.0,402,0.0,301,4.473138383906344,0.9730538922155688,0.9329364694701834,0.7032549299120932,0.8381068671954318,0.6779279279279279,0.5472972972972973,0.661036036036036,0.6287537537537538,0.7334303104745927
ROBO1,0.0,252,0.0,454,0.0,269,3.396426401130324,0.9632813025634125,0.5043313661202191,0.7020669992872416,0.832640839162088,0.7162162162162162,0.48873873873873874,0.6970720720720721,0.634009009009009,0.7333249240855485
CXCL5,0.0,176,0.0,734,0.0,189,8.039127158043463,0.9497241472111956,1.2254961986219994,0.8080304110239962,0.8788772642248602,0.8018018018018018,0.17342342342342343,0.7871621621621622,0.5874624624624625,0.7331698633436614
STYK1,0.0,597,0.0,658,0.009778471,8,6.933683290721928,0.9845253313597524,1.0283764670943238,0.8954621050130672,0.9399937181863499,0.3277027027027027,0.25900900900900903,0.990990990990991,0.5259009009009009,0.7329473095436254
SMC4,0.0,160,0.00011326985325915256,210,0.0,735,1.766619514902779,0.9497241472111955,0.6348749726775953,0.81111903064861,0.8804215571294882,0.8198198198198198,0.7635135135135135,0.17229729729729729,0.5852102102102102,0.7328158836698493
IFIH1,0.0,287,0.0,403,0.0,303,1.8203618482136854,0.9428278274910851,0.5200668234735106,0.7334283677833215,0.8380854758744642,0.6768018018018018,0.5461711711711712,0.6587837837837838,0.6272522522522522,0.7326688640633583
TRIM22,0.0,253,0.0,455,0.0,270,2.293944119625917,0.9172273430666756,0.5766799168448564,0.7476835352815395,0.8324525995171762,0.7150900900900901,0.48761261261261263,0.6959459459459459,0.6328828828828829,0.7326677412000295
MUC1,0.0,341,7.752983213105911e-05,245,0.0,358,2.792098735114039,0.9082957680145327,0.8923613114754083,0.7312900926585887,0.819676213395096,0.615990990990991,0.7240990990990991,0.5968468468468469,0.6456456456456456,0.7326609295203708
WISP1,0.0,177,0.0,735,0.0,190,5.323589211464711,0.9733230168875732,0.7970602565930145,0.784271798526966,0.8787973209516794,0.8006756756756757,0.17229729729729729,0.786036036036036,0.5863363363363363,0.7325668286440079
MARCO,0.0,245,0.0,451,0.0,288,5.555916931305928,0.9325506290789208,0.5676822309337153,0.7360418151579948,0.8342761139672081,0.7240990990990991,0.49211711711711714,0.6756756756756757,0.6306306306306306,0.7324533722989194
NDNF,0.0,371,5.805344282156559e-05,264,0.0,408,4.9042488663123205,0.9665276189194645,0.6490572867664515,0.7460204324067475,0.8562733038835408,0.5822072072072072,0.7027027027027027,0.5405405405405406,0.6084834834834835,0.7323783936835122
LOX,0.0,255,0.0,449,0.0,272,3.42945134562336,0.9464273699791429,0.873594005702067,0.7148966500356378,0.8305233435834678,0.7128378378378378,0.49436936936936937,0.6936936936936937,0.6336336336336337,0.7320784886085507
PLAUR,0.0,178,0.0,736,0.0,191,5.588414993608288,0.9883267173518131,0.6936715538132585,0.7690662865288667,0.8786942705413403,0.7995495495495496,0.17117117117117117,0.7849099099099099,0.5852102102102102,0.7319522403757752
MMP2,0.0,254,0.0,456,0.0,271,3.826867546928615,0.9557121711632913,0.9034435756711803,0.7087194107864101,0.8321227541512998,0.713963963963964,0.4864864864864865,0.6948198198198198,0.6317567567567567,0.7319397554540282
NDRG1,0.0,288,0.0,404,0.0,304,2.301175603848482,0.9572596380273162,0.5369158493703985,0.7177476835352815,0.8373966636634972,0.6756756756756757,0.545045045045045,0.6576576576576577,0.6261261261261262,0.7317613948948116
TM4SF1,0.0,247,0.0,452,0.0,287,3.2174619457713787,0.9397160734710354,0.5117134592539809,0.7272511285340935,0.8334582106645353,0.7218468468468469,0.49099099099099097,0.6768018018018018,0.6298798798798798,0.7316690452722076
SGCB,0.0,179,0.0,737,0.0,192,2.908587045011102,0.9838020588037407,0.5016713803753872,0.7735804229033024,0.8786906382844918,0.7984234234234234,0.17004504504504506,0.7837837837837838,0.5840840840840841,0.7313873611842879
SFRP2,0.0,264,0.0,426,0.0,306,5.478061195586356,0.9579660902913274,0.8514531385127135,0.7144214777856974,0.8361559217397435,0.7027027027027027,0.5202702702702703,0.6554054054054054,0.6261261261261262,0.7311410239329348
XDH,0.0,513,0.0003379242527278914,112,0.0,550,4.588799478570948,0.9630962793514096,0.9750416607270123,0.843430743644571,0.9032635107442514,0.4222972972972973,0.8738738738738738,0.38063063063063063,0.558933933933934,0.7310987223390927
RALB,0.0,469,9.952018769411245e-05,216,0.0,503,2.835905601157236,0.9895545986678329,0.588442045616536,0.8263245426467095,0.9079395590618898,0.47184684684684686,0.7567567567567568,0.43355855855855857,0.5540540540540541,0.730996806557972
CD82,0.0,485,0.009542266335561768,44,0.0,671,3.254227363251024,0.9853327053757652,0.5629696056070319,0.8393917795200762,0.9123622424037989,0.45382882882882886,0.9504504504504504,0.24436936936936937,0.5495495495495496,0.7309558959766742
ASPH,0.0,180,0.0,738,0.0,193,2.727871755365673,0.971001816591536,0.5611338512710873,0.7861724875267285,0.8785847522364367,0.7972972972972973,0.16891891891891891,0.7826576576576577,0.5829579579579579,0.7307713550971973
FNDC1,0.0,157,0.0,760,0.0,194,5.136316870752877,0.9683610307474938,1.310494081729626,0.7887859349014018,0.8785733975054033,0.8231981981981982,0.14414414414414414,0.7815315315315315,0.5829579579579579,0.7307656777316807
POC1B-GALNT4,0.0,258,0.0,460,0.0,264,3.6753377010024897,0.901130323622418,0.7063385055832736,0.7588500831551437,0.8299887533011666,0.7094594594594594,0.481981981981982,0.7027027027027027,0.6313813813813813,0.7306850673412739
GREM1,0.0,155,0.0,761,0.0,196,5.440562494112898,0.9502287559712037,1.0267067925873121,0.8066048942741744,0.878416816269754,0.8254504504504504,0.14301801801801803,0.7792792792792793,0.5825825825825826,0.7304996994261683
DST,0.0,244,0.0,450,0.0,302,1.6386919161676659,0.9519444257552311,0.5129977191731996,0.7170349251603707,0.8344318940608516,0.7252252252252253,0.49324324324324326,0.6599099099099099,0.6261261261261262,0.7302790100934888
MMP11,0.0,620,0.03839567586088437,1,0.0,591,8.61005157437933,0.9939278745879029,1.2317834426229517,0.837015918270373,0.9154718963397991,0.30180180180180183,0.9988738738738738,0.3344594594594595,0.545045045045045,0.730258470692422
PYGL,0.0,263,0.0,428,0.0,308,2.641705840005383,0.958302496131333,0.6279271418389154,0.7129959610358755,0.8353963743327695,0.7038288288288288,0.5180180180180181,0.6531531531531531,0.625,0.7301981871663847
VILL,0.0,570,0.0,655,0.008921821,10,4.902783129247124,0.9795465249276727,0.8264157543359465,0.8681397006414826,0.9238431127683617,0.3581081081081081,0.26238738738738737,0.9887387387387387,0.5364114114114115,0.7301272620898867
EHF,0.0,256,0.0,457,0.0,273,1.9908027349794795,0.9009284801184149,0.6748207769066275,0.7600380137799952,0.8303365431866359,0.7117117117117117,0.48536036036036034,0.6925675675675675,0.6298798798798798,0.7301082115332578
CEACAM1,0.0,538,0.00022954091816367234,133,0.0,518,4.855069565363655,0.9878557491758057,1.098249893086245,0.8248990258968876,0.9063773871393986,0.39414414414414417,0.8502252252252253,0.4166666666666667,0.5536786786786787,0.7300280329090387
MYLK,0.0,428,0.0002178030303030303,146,0.0,461,3.1941033943349257,0.9494550225391912,0.5895686861487279,0.7474459491565691,0.8484485596506969,0.5180180180180181,0.8355855855855856,0.48085585585585583,0.6114864864864865,0.7299675230685917
LYZ,0.0,150,0.0,796,0.0,165,5.8928900491152545,0.9740967503195855,1.0469068353528135,0.7790449037776194,0.8765700677883471,0.831081081081081,0.1036036036036036,0.8141891891891891,0.5829579579579579,0.7297640128731525
EPHA2,0.0,145,0.0,794,0.0,173,3.3980754221893283,0.9485130861871763,0.7273620432406744,0.8049417913993823,0.8767274335293636,0.8367117117117117,0.10585585585585586,0.8051801801801802,0.5825825825825826,0.729655008055973
NQO1,0.0,576,0.009691476110451288,30,0.0,629,6.048870369373612,0.9942138195519074,1.3107429508196722,0.8500831551437397,0.9221484873366739,0.35135135135135137,0.9662162162162162,0.2916666666666667,0.5364114114114115,0.7292799493740427
SLC39A10,0.0,257,0.0,459,0.0,274,1.3056579425418826,0.8775482742380407,0.7318316084580649,0.782608695652174,0.8300783956225486,0.7105855855855856,0.4831081081081081,0.6914414414414415,0.6283783783783784,0.7292283870004634
COL5A1,0.0,132,0.0,786,0.0,200,5.341541751328802,0.9825573571957209,0.734696312663341,0.7735804229033025,0.8780687000068382,0.8513513513513513,0.11486486486486487,0.7747747747747747,0.5803303303303303,0.7291995151685843
PTPN22,0.0,306,1.593727139254582e-05,290,0.0,325,1.9427873343201236,0.8976485231783624,0.5102370206699933,0.7099073414112615,0.803667075713809,0.6554054054054054,0.6734234234234234,0.634009009009009,0.6542792792792792,0.7289731774965441
PLEK2,0.0,515,0.00032392902399603225,118,0.0,553,3.9724014532732292,0.9502287559712036,1.09113087194108,0.8560228082679971,0.9031257821153048,0.42004504504504503,0.8671171171171171,0.37725225225225223,0.5548048048048049,0.7289652934600548
SAMD9L,0.0,152,0.0,797,0.0,167,2.8745937899481935,0.9479243759671667,0.8677215561891183,0.8049417913993824,0.8764330723464054,0.8288288288288288,0.10247747747747747,0.8119369369369369,0.581081081081081,0.7287570767137432
GPI,0.0,133,0.0,787,0.0,201,2.51499276727444,0.9870483751597928,0.5315868543597055,0.7690662865288667,0.8780558630548435,0.8502252252252253,0.11373873873873874,0.7736486486486487,0.5792042042042042,0.7286300336295238
IGFL2,0.0,468,0.0005563666934739874,79,0.0,667,10.869508379869472,0.9835161138397361,1.0753818531717751,0.8415300546448088,0.9125230838349275,0.47297297297297297,0.911036036036036,0.24887387387387389,0.5442942942942942,0.7284086890646109
ITGA5,0.0,259,0.0,461,0.0,275,2.761342743726031,0.9553757653232859,0.5878289094796871,0.7056307911617961,0.8299828157847605,0.7083333333333334,0.48085585585585583,0.6903153153153153,0.6265015015015015,0.728242158643131
PPARG,0.0,154,0.0,773,0.0,197,4.4374895815111355,0.9794119625916705,0.8429105321929198,0.777144214777857,0.8782775044343398,0.8265765765765766,0.12950450450450451,0.7781531531531531,0.5780780780780781,0.728177791256209
HKDC1,0.0,265,0.0,447,0.0,281,2.42318587095472,0.9143510731346296,0.6881981610833927,0.7436445711570444,0.8289692329784724,0.7015765765765766,0.4966216216216216,0.6835585585585585,0.6272522522522522,0.7281107426153623
