gene,K_EN,K_RF,K_XGB,K_mean,K_median,K_std,K_IQR,K_final,threshold_instability_score,threshold_method_EN,threshold_method_RF,threshold_method_XGB,fallback_used,fallback_reason,K_EN_orig,K_RF_orig,K_XGB_orig,K_mean_orig
WNT2,0.5589149890162799,0.5589149890162799,0.5589149890162799,0.5589149890162799,0.5589149890162799,0.0,0.0,0.5589149890162799,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.5233890909090921,-1.5233890909090921,-1.5233890909090921,-1.5233890909090917
COMP,0.725189975225756,0.46902698108402735,0.725189975225756,0.6398023105118464,0.725189975225756,0.12075639349777745,0.12808149707086436,0.6398023105118464,0.12075639349777745,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.714836363636363,-1.117652904547933,3.714836363636363,2.104006607574931
KIF13B,0.8188100215145233,0.8188100215145233,0.8188100215145233,0.8188100215145232,0.8188100215145233,1.1102230246251565e-16,0.0,0.8188100215145232,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.949863636363636,2.949863636363636,2.949863636363636,2.9498636363636344
CCL18,0.4993928652196393,0.8956718431264225,0.4994693823087689,0.6315113635516103,0.4994693823087689,0.18678966904089803,0.19813948895339156,0.6315113635516103,0.18678966904089803,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-0.3711646376811561,7.242384853250709,-0.3696945454545454,2.16717522337167
KDELC1,0.7562509565614469,0.9147304711123181,0.7562509565614469,0.8090774614117374,0.7562509565614469,0.07470795961204876,0.07923975727543564,0.8090774614117374,0.07470795961204876,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,0.9946963636363636,3.29157166392505,0.9946963636363636,1.760321463732593
HLA-F,0.7653860864843715,0.7653860864843715,0.7653860864843715,0.7653860864843715,0.7653860864843715,0.0,0.0,0.7653860864843715,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.078705454545455,5.078705454545455,5.078705454545455,5.078705454545455
COL4A2,0.8152668246619422,0.8152668246619422,0.8152668246619422,0.8152668246619422,0.8152668246619422,0.0,0.0,0.8152668246619422,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.383065454545455,5.383065454545455,5.383065454545455,5.383065454545452
NRG3,0.5174921005398249,0.5174921005398249,0.5174921005398249,0.5174921005398249,0.5174921005398249,0.0,0.0,0.5174921005398249,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.3830400000000007,-2.3830400000000007,-2.3830400000000007,-2.3830400000000003
CD82,0.7946151503462657,0.8070309852091003,0.7764070037736727,0.7926843797763463,0.7946151503462657,0.012576511598600649,0.015311990717713941,0.7926843797763463,0.012576511598600649,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,4.929022608695649,5.161753708449024,4.587716363636364,4.892830893593681
CAMSAP2,0.7943234973881749,0.8944600038949546,0.7135611332936839,0.8007815448589378,0.7943234973881749,0.07399270292425146,0.09044943530063543,0.8007815448589378,0.07399270292425146,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,1.700190909090909,3.1708657392040296,0.5140582963443469,1.795038314879763
LEMD1,0.4948699928895707,0.3989201362729801,0.50164178614645,0.465143971769667,0.4948699928895707,0.04690885905595842,0.051360824936734994,0.465143971769667,0.04690885905595842,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-1.4668037681159367,-3.1146657956205854,-1.3505036363636365,-1.9773244000333854
KRT7,0.7749186196690546,0.7749186196690546,0.7749186196690546,0.7749186196690546,0.7749186196690546,0.0,0.0,0.7749186196690546,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,6.866827272727273,6.866827272727273,6.866827272727273,6.866827272727273
RAB25,0.8246156647693069,0.8246156647693069,0.8246156647693069,0.8246156647693069,0.8246156647693069,0.0,0.0,0.8246156647693069,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.512978181818182,5.512978181818182,5.512978181818182,5.512978181818182
NUF2,0.6726349194572832,0.8252753144230167,0.691891740090094,0.7299339913234646,0.691891740090094,0.06787332418066738,0.07632019748286667,0.7299339913234646,0.06787332418066738,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-0.8207228985507236,1.2545606473638946,-0.5589090909090907,-0.04169044736530658
CKMT1A,0.7403466436332716,0.6402514773347736,0.7403466436332716,0.706981588200439,0.7403466436332716,0.04718531390244208,0.05004758314924895,0.706981588200439,0.04718531390244208,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.049581818181817,0.42509732625697366,2.049581818181817,1.508086987540203
ASPN,0.6986251143061404,0.013374426619595845,0.6986251143061404,0.47020821841062554,0.6986251143061404,0.3230302720506004,0.34262534384327226,0.47020821841062554,0.3230302720506004,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.0844472727272723,-9.715967048188611,3.0844472727272723,-1.1823575009113565
ERN2,0.663203011270835,0.9791858542226939,0.663203011270835,0.7685306255881214,0.663203011270835,0.14895574065990885,0.15799142147592937,0.7685306255881214,0.14895574065990885,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.8502890909090866,7.480060608929472,1.8502890909090866,3.7268795969158823
PLEKHG1,0.75394670617508,0.75394670617508,0.75394670617508,0.7539467061750799,0.75394670617508,1.1102230246251565e-16,0.0,0.7539467061750799,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.6699,0.6699,0.6699,0.6699000000000002
PLEKHA2,0.2434402352438865,0.2434402352438865,0.2434402352438865,0.2434402352438865,0.2434402352438865,0.0,0.0,0.2434402352438865,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.8121236363636364,1.8121236363636364,1.8121236363636364,1.8121236363636366
IGFL2,0.4692714065595419,0.3709194574841874,0.4692714065595419,0.43648742353442377,0.4692714065595419,0.046363553422731435,0.04917597453767725,0.43648742353442377,0.046363553422731435,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,-1.5932472727272768,-3.348003407350122,-1.5932472727272768,-2.178165984268225
KNTC1,0.8323486552644839,0.8325191001169648,0.9362859503492906,0.8670512352435797,0.8325191001169648,0.0489563859960315,0.05196864754240349,0.8670512352435797,0.0489563859960315,linear_coefficient_crossing,youden_index_fallback,polynomial_shap_crossing,yes,RF: No RF SHAP zero-crossing found,2.1964785507246383,2.198969090909091,3.715210306503834,2.703552649379187
BRIP1,0.23569797910504833,0.23569797910504833,0.23569797910504833,0.23569797910504833,0.23569797910504833,0.0,0.0,0.23569797910504833,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.3147,-2.3147,-2.3147,-2.3147
HLA-C,0.8294490193346226,0.8294490193346226,0.8294490193346226,0.8294490193346226,0.8294490193346226,0.0,0.0,0.8294490193346226,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,7.783745454545455,7.783745454545455,7.783745454545455,7.783745454545455
CST2,0.5409317484220308,0.9680157361225874,0.5736712266362967,0.694206237060305,0.5736712266362967,0.19407335329884787,0.21354199385027828,0.694206237060305,0.19407335329884787,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-0.7902452173913015,6.454166923979388,-0.23490181818181832,1.8096732961354238
DNAJA4,0.2995470566092752,0.9470961365921573,0.9422537876306978,0.7296323269440435,0.9422537876306978,0.3041226363438102,0.323774539991441,0.7296323269440435,0.3041226363438102,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,2.9859709090909092,10.13290534995398,10.079460828701247,7.732779029248713
SLC7A7,0.7794310619064435,0.7794310619064435,0.7794310619064435,0.7794310619064436,0.7794310619064435,1.1102230246251565e-16,0.0,0.7794310619064436,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.9754836363636366,2.9754836363636366,2.9754836363636366,2.975483636363638
FXYD3,0.7665917809516587,0.7995994969588341,0.7448157257228782,0.7703356678777903,0.7665917809516587,0.022521514376186044,0.027391885617977896,0.7703356678777903,0.022521514376186044,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,6.644557391304351,7.359761980204624,6.172718181818182,6.725679184442383
KPNA2,0.7629090951540551,0.7907658903988583,0.7629090951540551,0.7721946935689896,0.7629090951540551,0.0131318192131503,0.013928397622401611,0.7721946935689896,0.0131318192131503,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.104816363636364,3.5820756938474787,3.104816363636364,3.263902807040072
SPOCK1,0.7100597648969168,0.7100597648969168,0.7100597648969168,0.7100597648969168,0.7100597648969168,0.0,0.0,0.7100597648969168,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.9442454545454546,1.9442454545454546,1.9442454545454546,1.9442454545454542
IL1A,0.4089860142185453,0.4089860142185453,0.4089860142185453,0.4089860142185453,0.4089860142185453,0.0,0.0,0.4089860142185453,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-3.816,-3.816,-3.816,-3.816
GBP3,0.72679547924551,0.72679547924551,0.72679547924551,0.72679547924551,0.72679547924551,0.0,0.0,0.72679547924551,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.339138181818182,2.339138181818182,2.339138181818182,2.339138181818182
GAPDH,0.8173665051867226,0.8218677481608515,0.8370718002453739,0.8254353511976493,0.8218677481608515,0.008430915605012036,0.009852647529325687,0.8254353511976493,0.008430915605012036,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,9.542368115942029,9.649799732129859,10.012676363636364,9.734948070569418
SMC6,0.3179015190611681,0.3179015190611681,0.3179015190611681,0.3179015190611681,0.3179015190611681,0.0,0.0,0.3179015190611681,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.2009981818181816,2.2009981818181816,2.2009981818181816,2.2009981818181816
CALD1,0.7646968638034911,0.7646968638034911,0.7646968638034911,0.7646968638034911,0.7646968638034911,0.0,0.0,0.7646968638034911,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.133445454545455,5.133445454545455,5.133445454545455,5.133445454545454
DGKA,0.8300644935895553,0.9266903259468185,0.8402999840368073,0.8656849345243938,0.8402999840368073,0.04333924051885234,0.04831291617863154,0.8656849345243938,0.04333924051885234,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,4.641093913043481,6.3414476727839535,4.821210909090909,5.267917498306115
KLK7,0.40263567414423307,0.32278451075721964,0.40263567414423307,0.3760186196818953,0.40263567414423307,0.037642199411061436,0.039925581693506684,0.3760186196818953,0.037642199411061436,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,-2.1779,-3.7224051575806296,-2.1779,-2.692735052526875
PRDM1,0.7186394464708115,0.7186394464708115,0.7186394464708115,0.7186394464708115,0.7186394464708115,0.0,0.0,0.7186394464708115,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.725470909090909,0.725470909090909,0.725470909090909,0.7254709090909088
GPR87,0.44132689907814776,0.44132689907814776,0.44132689907814776,0.44132689907814776,0.44132689907814776,0.0,0.0,0.44132689907814776,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.83823818181819,-2.83823818181819,-2.83823818181819,-2.8382381818181894
KCNN4,0.6786104638266884,0.6786104638266884,0.6786104638266884,0.6786104638266884,0.6786104638266884,0.0,0.0,0.6786104638266884,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.633485454545446,2.633485454545446,2.633485454545446,2.633485454545445
MXD1,0.7522831173880646,0.7522831173880646,0.9311724959106652,0.8119129102289314,0.7522831173880646,0.084329261757052,0.08944468926130034,0.8119129102289314,0.084329261757052,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,2.030181818181818,2.030181818181818,4.882769737041056,2.9810444578015627
CLEC7A,0.3022790604566624,0.3022790604566624,0.3022790604566624,0.3022790604566624,0.3022790604566624,0.0,0.0,0.3022790604566624,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.3460163636363636,1.3460163636363636,1.3460163636363636,1.3460163636363633
S100A6,0.790872172110598,0.0005651935129162874,0.9110294449384821,0.5674889368539988,0.790872172110598,0.4038657702968961,0.45523212571278293,0.5674889368539988,0.4038657702968961,linear_coefficient_crossing,polynomial_shap_crossing,polynomial_shap_crossing,no,None,8.984288115942038,-9.952257398237013,11.863376530170969,3.6318024159586653
SULT1B1,0.5055144300630535,0.5055144300630535,0.5055144300630535,0.5055144300630535,0.5055144300630535,0.0,0.0,0.5055144300630535,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.7146418181818213,-1.7146418181818213,-1.7146418181818213,-1.7146418181818213
EPS8,0.7923621739278305,0.9240580566845016,0.7923621739278305,0.8362608015133876,0.7923621739278305,0.06208203450106043,0.0658479413783356,0.8362608015133876,0.06208203450106043,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.589298181818181,5.842245987313105,3.589298181818181,4.340280783649822
ANKRD50,0.7513707488729383,0.7513707488729383,0.7513707488729383,0.7513707488729383,0.7513707488729383,0.0,0.0,0.7513707488729383,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.9296018181818178,0.9296018181818178,0.9296018181818178,0.9296018181818173
FLNA,0.7881830005468439,0.7881830005468439,0.7881830005468439,0.7881830005468439,0.7881830005468439,0.0,0.0,0.7881830005468439,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,7.48740909090909,7.48740909090909,7.48740909090909,7.487409090909091
GALNT5,0.5096236626277445,0.5071483146869268,0.9898482499729552,0.6688734090958754,0.5096236626277445,0.22696573631851277,0.2413499676430142,0.6688734090958754,0.22696573631851277,linear_coefficient_crossing,youden_index_fallback,polynomial_shap_crossing,yes,RF: No RF SHAP zero-crossing found,-1.7859834782608628,-1.8257145454545456,5.921957305840912,0.7700864273751673
COL3A1,0.7129259545708932,0.7129259545708932,0.7129259545708932,0.7129259545708932,0.7129259545708932,0.0,0.0,0.7129259545708932,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,6.467214545454546,6.467214545454546,6.467214545454546,6.4672145454545475
SCIN,0.6441655591418265,0.6618935526617425,0.6618935526617425,0.6559842214884372,0.6618935526617425,0.00835705628984254,0.008863996759958082,0.6559842214884372,0.00835705628984254,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.5076878260869573,0.7959272727272724,0.7959272727272724,0.6998474571804998
HIST1H2BD,0.7445794460536862,0.5007861649169161,0.7445794460536862,0.6633150190080962,0.7445794460536862,0.11492525486635238,0.12189664056838512,0.6633150190080962,0.11492525486635238,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.7768581818181812,-1.3953956522283886,2.7768581818181812,1.3861069038026592
WFDC2,0.7332974899238376,0.7332974899238376,0.7332974899238376,0.7332974899238375,0.7332974899238376,1.1102230246251565e-16,0.0,0.7332974899238375,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.66934909090909,5.66934909090909,5.66934909090909,5.669349090909085
TEP1,0.8518818708710447,0.8518818708710447,0.8518818708710447,0.8518818708710447,0.8518818708710447,0.0,0.0,0.8518818708710447,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.2773,3.2773,3.2773,3.2773000000000003
MARCO,0.6121161127471603,0.6121161127471603,0.6121161127471603,0.6121161127471603,0.6121161127471603,0.0,0.0,0.6121161127471603,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.9466999999999993,0.9466999999999993,0.9466999999999993,0.9466999999999999
KCND2,0.5895802826237609,0.615096255096255,0.615096255096255,0.6065909309387569,0.615096255096255,0.01202834477591321,0.012757986236247021,0.6065909309387569,0.01202834477591321,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.025332753623187,-1.681683636363637,-1.681683636363637,-1.796233342116821
UBE2C,0.6239433092960974,0.9270074638444916,0.6704017925000985,0.7404508552135626,0.6704017925000985,0.1332719621258459,0.15153207727419715,0.7404508552135626,0.1332719621258459,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,1.1172426086956515,6.500540879523324,1.9424799999999998,3.186754496072993
ARL6IP1,0.7990952699241521,0.7990952699241521,0.7990952699241521,0.7990952699241521,0.7990952699241521,0.0,0.0,0.7990952699241521,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.293403636363636,5.293403636363636,5.293403636363636,5.293403636363637
C15orf48,0.6907592155034684,0.8483045510949973,0.6907592155034684,0.7432743273673114,0.6907592155034684,0.07426758342738692,0.07877266779576442,0.7432743273673114,0.07426758342738692,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.5591963636363637,6.6439182799849394,3.5591963636363637,4.587437002419222
