gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category
MMP12,MMP9,0.39736509818459975,0.5052459001107324,0.9550561797752809,0.9940119760479041,1.0,0.0,0.39185525128248205,0.02207993458626133,0.0779806405713783,0.05003028757881981,0.7372670389557963,0.07837105025649642,0.005003028757881982,0.6538929599414179,low-to-moderate correlation / partial independence
RCN1,TPX2,0.8497562945311693,0.7229964697986911,0.8764044943820225,1.0,1.0,0.04918032786885246,0.3398143468911104,0.041475064871972264,0.17221193540680635,0.10684350013938931,0.7313962055627187,0.06796286937822209,0.010684350013938932,0.6527489861705577,low-to-moderate correlation / partial independence
MMP12,LAMA3,0.39736509818459975,0.5507459804792868,0.9719101123595506,0.9880239520958084,1.0,0.0,0.33353937880876716,0.02207993458626133,0.40231310213542243,0.21219651836084188,0.7399835161138397,0.06670787576175344,0.02121965183608419,0.6520559885160021,low-to-moderate correlation / partial independence
MMP9,CST1,0.5052459001107324,0.5436593060985359,0.9157303370786517,1.0,1.0,0.0,0.30819283889400123,0.0779806405713783,0.2613835538362081,0.16968209720379318,0.7289325842696629,0.06163856777880025,0.01696820972037932,0.6503258067704834,low-to-moderate correlation / partial independence
CTTN,TOP2A,0.7441085239790581,0.7642964013003924,0.4606741573033708,1.0,0.7536231884057971,0.7049180327868853,0.336365304771275,0.13151024790823873,0.12468589671829405,0.1280980723132664,0.7298038446240134,0.067273060954255,0.01280980723132664,0.6497209764384317,low-to-moderate correlation / partial independence
PLAC8,TPX2,0.6220726772459807,0.7229964697986911,0.8876404494382022,1.0,1.0,0.0,0.31757657131084027,0.023424625728514163,0.17221193540680635,0.09781828056766026,0.7219101123595506,0.06351531426216805,0.009781828056766027,0.6486129700406166,low-to-moderate correlation / partial independence
RCN1,TOP2A,0.8497562945311693,0.7642964013003924,0.8707865168539326,1.0,1.0,0.04918032786885246,0.3685248960825639,0.041475064871972264,0.12468589671829405,0.08308048079513317,0.7299917111806963,0.07370497921651278,0.008308048079513316,0.6479786838846702,low-to-moderate correlation / partial independence
AGR2,TOP2A,0.42747807269657895,0.7642964013003924,0.898876404494382,0.9880239520958084,1.0,0.0,0.27256251147064664,0.2900457034734938,0.12468589671829405,0.20736580009589392,0.7217250891475476,0.05451250229412933,0.020736580009589393,0.6464760068438289,low-to-moderate correlation / partial independence
CST1,CTTN,0.5436593060985359,0.7441085239790581,0.4606741573033708,1.0,0.7536231884057971,0.7049180327868853,0.32403439412398866,0.2613835538362081,0.13151024790823873,0.1964469008722234,0.7298038446240134,0.06480687882479773,0.019644690087222343,0.6453522757119933,low-to-moderate correlation / partial independence
TOP2A,PTPRR,0.7642964013003924,0.5441886518479988,0.8876404494382022,1.0,1.0,0.0,0.3542262350972238,0.12468589671829405,0.02621672664746668,0.07545131168288037,0.7219101123595506,0.07084524701944477,0.007545131168288037,0.6435197341718178,low-to-moderate correlation / partial independence
CST1,PTPRR,0.5436593060985359,0.5441886518479988,0.9101123595505618,1.0,1.0,0.0,0.3499134501800695,0.2613835538362081,0.02621672664746668,0.14380014024183738,0.7275280898876404,0.0699826900360139,0.014380014024183738,0.6431653858274428,low-to-moderate correlation / partial independence
AGR2,CST1,0.42747807269657895,0.5436593060985359,0.9213483146067416,1.0,1.0,0.0,0.30123477542977783,0.2900457034734938,0.2613835538362081,0.27571462865485097,0.7303370786516854,0.06024695508595557,0.027571462865485098,0.6425186607002448,low-to-moderate correlation / partial independence
CCNB1,CTTN,0.7228724824339547,0.7441085239790581,0.4606741573033708,1.0,0.7536231884057971,0.7049180327868853,0.40325876197949595,0.04176615865950621,0.13151024790823873,0.08663820328387248,0.7298038446240134,0.0806517523958992,0.008663820328387249,0.640488271899727,moderate correlation
AGR2,TPX2,0.42747807269657895,0.7229964697986911,0.8932584269662921,1.0,1.0,0.0,0.3023665173484179,0.2900457034734938,0.17221193540680635,0.23112881944015007,0.723314606741573,0.06047330346968358,0.023112881944015007,0.6397284213278744,low-to-moderate correlation / partial independence
CEACAM5,CST1,0.3827813825580026,0.5436593060985359,0.898876404494382,1.0,1.0,0.0,0.3550162459599892,0.09847649330690951,0.2613835538362081,0.1799300235715588,0.7247191011235955,0.07100324919199784,0.01799300235715588,0.6357228495744418,low-to-moderate correlation / partial independence
PLAC8,LAMA3,0.6220726772459807,0.5507459804792868,0.9775280898876404,0.9820359281437125,1.0,0.0,0.4155126775670275,0.023424625728514163,0.40231310213542243,0.2128688639319683,0.7398910045078382,0.0831025355134055,0.02128688639319683,0.6355015826012358,moderate correlation
CEACAM5,TPX2,0.3827813825580026,0.7229964697986911,0.8820224719101124,1.0,1.0,0.0,0.3671500925345939,0.09847649330690951,0.17221193540680635,0.13534421435685792,0.7205056179775281,0.07343001850691878,0.013534421435685793,0.6335411780349235,low-to-moderate correlation / partial independence
PLAC8,CTTN,0.6220726772459807,0.7441085239790581,0.4606741573033708,0.9940119760479041,0.7536231884057971,0.7049180327868853,0.43584614991811277,0.023424625728514163,0.13151024790823873,0.07746743681837645,0.7283068386359894,0.08716922998362256,0.007746743681837646,0.6333908649705292,moderate correlation
MISP,TOP2A,0.4408376629769242,0.7642964013003924,0.8932584269662921,0.9940119760479041,1.0,0.0,0.34152013933016256,0.29398990912350004,0.12468589671829405,0.20933790292089705,0.7218176007535491,0.06830402786603251,0.020933790292089707,0.6325797825954268,low-to-moderate correlation / partial independence
