gene,log2fc,fdr,auc,log2fc_val,fdr_val,auc_val,direction_consistent,protein_coding_status,stability_score
SLC4A11,4.723084387404966,2.0687561481207186e-99,0.9855513691717688,0.6147454074602052,2.630167281118386e-10,0.8277500593965312,True,Protein Coding,0.9066507140456858
ARPC2,2.8312805792908566,1.099133228521073e-48,0.9896723407118346,0.5682445687811848,1.1112757408775644e-08,0.8234735091470659,True,Protein Coding,0.9065729148549253
OAS2,4.901968034717083,1.950193848169816e-98,0.9816490614277064,1.0392329389403665,1.3296527787832926e-10,0.8313138512710858,True,Protein Coding,0.9064814562288656
PML,2.8045671499697233,1.0647782735927872e-55,0.9835833950077373,0.5173292943692092,2.613706220406588e-10,0.8291755761463531,True,Protein Coding,0.9063794853401442
CEACAM1,4.855069565363655,1.1617521454956152e-101,0.9878557491758057,1.098249893086245,4.3794991918866287e-10,0.8248990258968876,True,Protein Coding,0.9063773871393986
TMEM159,2.7826399549216174,1.4034470438149993e-57,0.9703458252035255,0.6533652340223339,7.803942081712217e-11,0.8422428130197197,True,Protein Coding,0.9062943190408959
CAPG,4.51640044405571,2.073189177129739e-82,0.9675031958554801,1.2217559372772646,2.0138882899814714e-11,0.844856260394393,True,Protein Coding,0.9061797281066871
RHBDL2,5.441876155554061,1.3244234928431465e-104,0.9833815515037341,0.8943739581848411,1.1834909143337888e-10,0.8289379900213827,True,Protein Coding,0.9061597706553152
CD109,4.755369797483684,1.3134715501528072e-100,0.9781840812756509,1.2498031432644332,4.318843408767523e-10,0.8339272986457591,True,Protein Coding,0.9060556895693939
FXYD5,4.990798042118012,1.1036123272707569e-91,0.9911357061158581,0.7444489736279412,1.3686616099862705e-09,0.8208600617723925,True,Protein Coding,0.9059978827041207
SPATS2L,3.057249135436991,1.4173399055571322e-57,0.9828601224517257,0.7190276882870075,1.7871037107776936e-09,0.8289379900213828,True,Protein Coding,0.9058990546176188
XRCC4,3.212566847204468,1.9554810633299807e-78,0.9930363991118885,0.5748227916369677,3.009001920265769e-08,0.8187217866476597,True,Protein Coding,0.9058790656218547
PSEN1,2.5633951490277878,2.6895017206991417e-53,0.9875866245038014,0.5073209479686396,1.1800080183042588e-08,0.8234735091470659,True,Protein Coding,0.9055300561401062
ADAM10,2.6538054665949,8.020418420210975e-52,0.968815178631501,0.6802026562128791,1.0052375851281584e-09,0.8422428130197196,True,Protein Coding,0.9055289949153386
APLP2,2.8094102872905857,6.295052116977155e-48,0.986375563479782,0.6503290639106645,4.896632936260884e-09,0.8246614397719173,True,Protein Coding,0.9055184971918578
PLAT,5.461509920608222,8.303661275900443e-102,0.9943988427639103,1.4139310548823945,3.8742430216057005e-09,0.816583511522927,True,Protein Coding,0.9054911736353257
MST1R,3.6691549989907823,2.0082541963733195e-59,0.9383704501110138,0.9465005702067,3.5179594297435577e-13,0.872416250890948,True,Protein Coding,0.9053933505006624
BUB1,5.4066601392720175,1.9328321141725126e-109,0.9909506829038552,0.7324040722261809,2.6168233329046576e-08,0.8189593727726301,True,Protein Coding,0.9049550041571683
CELSR1,4.249699206082218,5.943602127119336e-96,0.97687209849963,0.5829459705393205,3.556158819287372e-09,0.8325017818959373,True,Protein Coding,0.9046869369805732
AFAP1,3.395162144250824,7.597833310238186e-83,0.9808585077036935,0.7368828177714448,2.045091978442453e-09,0.8284628177714422,True,Protein Coding,0.9046606608874536
SLC9A2,7.286334878557491,3.433341320587648e-88,0.9715568862275448,0.8622680898075554,2.5321820564691983e-08,0.8377286766452839,True,Protein Coding,0.9046427585292123
REEP3,2.7386520487115655,1.6107750881571882e-62,0.9761992868196192,0.733354144689951,1.995578528693529e-09,0.8329769541458779,True,Protein Coding,0.904588118677572
MMP12,11.282721984121643,5.012787684253381e-159,0.9979983852519679,1.4072152791636978,1.2201436398976195e-08,0.8111190306486101,True,Protein Coding,0.9045586969133734
NMU,9.579516073471034,1.048665091645695e-92,0.9801520554396823,0.8340309170824436,3.2350822096907173e-09,0.8289379900213827,True,Protein Coding,0.904545019804255
NEK2,7.412453293413174,3.254103438319553e-79,0.9924813294758796,0.6888971109527193,8.86752608040676e-08,0.816583511522927,True,Protein Coding,0.904532340289755
AP3M2,2.2001726535692665,3.83902377673141e-48,0.9725997443315616,0.7333885150867197,5.893244572349221e-10,0.8360655737704917,True,Protein Coding,0.9043326585180813
KPNA7,6.011263974298595,8.689588841532231e-69,0.9659220884074547,0.5859679757662151,7.295246006378031e-10,0.8427179852696602,True,Protein Coding,0.9043200361788338
PLA2R1,3.877465293009486,7.524028329828294e-87,0.9725324631635605,1.1130026443335703,1.516937041345423e-10,0.8358279876455215,True,Protein Coding,0.9041802252673826
ADAM9,3.659453623090897,2.829909103152408e-72,0.9786045885756576,1.1977588952245197,2.1857143467167196e-09,0.8291755761463531,True,Protein Coding,0.9038900803853598
AP2B1,2.4487024490345157,3.892976235405854e-46,0.9872502186637959,0.5454609028272737,9.133403278953736e-08,0.820503682584937,True,Protein Coding,0.9038768680696394
LTBP1,4.470019646101057,7.296287469442504e-93,0.9812285541276996,1.0991608220479936,2.3367585895099983e-09,0.8263245426467094,True,Protein Coding,0.9037765462752969
EPHA4,3.653051460001346,2.6870523686230762e-87,0.9821200296037139,1.016189303872653,7.295246006378031e-10,0.8253741981468282,True,Protein Coding,0.9037471132159653
CFL1,3.58724077238781,3.5771124811981376e-57,0.9953575994079257,0.6054602779757685,1.763679027715164e-08,0.8118317890235209,True,Protein Coding,0.9035946782792132
CST1,13.968350481060352,2.1728687919874577e-130,0.9902274103478437,1.6511105298170579,2.314199703769534e-09,0.8168210976478973,True,Protein Coding,0.903524251906935
IL1RAP,3.2245796743591475,1.9851311934921356e-69,0.9592107918993474,1.080105597529105,4.4104315871853844e-11,0.8477072938940367,True,Protein Coding,0.9034590428568455
EZR,3.036176737536163,2.0012775385787314e-53,0.9874688824597995,0.7686688976003806,3.2896117032941913e-09,0.8194345450225707,True,Protein Coding,0.9034517107691797
NET1,2.369693763035727,4.908346815773432e-41,0.9539796810872637,0.7418537633642188,2.8404606459836268e-11,0.8526966025184131,True,Protein Coding,0.9033381417771794
OSBPL10,4.04418559846599,6.044606899044337e-98,0.9890331696158244,0.8132198503207393,1.1321997149889234e-09,0.8175338560228083,True,Protein Coding,0.9032835117966191
XDH,4.588799478570948,8.91253771575782e-72,0.9630962793514096,0.9750416607270123,8.344618048842993e-10,0.843430743644571,True,Protein Coding,0.9032635107442514
CDH11,5.223393615017158,2.3359892261872214e-94,0.9709177151315347,1.5109820028510326,4.46394134741996e-10,0.8353528153955809,True,Protein Coding,0.9031352648604035
PLEK2,3.9724014532732292,3.314521872540436e-70,0.9502287559712036,1.09113087194108,4.756271192038523e-12,0.8560228082679971,True,Protein Coding,0.9031257821153048
CD9,2.972123037071924,2.535197564987943e-50,0.9695720917715132,0.8055092325968145,8.674516403017924e-10,0.8365407460204325,True,Protein Coding,0.9030564181126151
CDCP1,3.0310737738007134,2.2573846790415553e-66,0.9752068895916033,1.006371568068424,1.1834909143337888e-10,0.8308386790211452,True,Protein Coding,0.9030227841995023
OSBPL3,3.0891322848684655,6.772401412047357e-67,0.9534918926192558,1.1600129080541697,2.1658362456611466e-11,0.8524590163934427,True,Protein Coding,0.9029754544867924
HOXB6,4.328007387472246,7.897201580433829e-91,0.9805389221556885,0.6587087004038983,1.2277079238389784e-09,0.8253741981468282,True,Protein Coding,0.9029565590426915
JUP,2.8751999226266554,5.156666766626245e-99,0.97624974769562,0.8074894583036354,3.120551284957692e-10,0.8296507483962937,True,Protein Coding,0.9029502477641865
ASPM,5.855996326448228,1.7324351464697533e-105,0.9862073605597793,1.02950897362794,2.6168233329046576e-08,0.8194345450225706,True,Protein Coding,0.9028209291659457
FAM63B,1.910576522236426,1.2286022834076714e-41,0.95436654780327,0.6809806985032081,9.719130840030578e-11,0.851271085768591,True,Protein Coding,0.9028188166981844
KIF23,3.5731127127766933,1.3280723333528165e-82,0.977376707259638,0.8984820836303151,6.026267522157066e-09,0.8282252316464719,True,Protein Coding,0.9028009640125348
SGIP1,3.275642659624571,2.14848741050434e-65,0.9568559510193098,0.9302453266809221,1.735679261092628e-11,0.8486576383939177,True,Protein Coding,0.9027567946909448
FGD6,2.17902798560183,1.2119209270225374e-44,0.9401870416470429,1.1817746400570215,1.0614533293335491e-12,0.8650510810168687,True,Protein Coding,0.9026190613309977
KRT16,7.143704534750723,2.1565729476942549e-66,0.9469824396151518,0.804555138987884,7.323207870064716e-11,0.8581610833927298,True,Protein Coding,0.9025717614378436
BICD1,3.4718237468882465,1.1106888629619228e-84,0.9844916907757518,0.6856169779044894,3.071279225495193e-09,0.8206224756474222,True,Protein Coding,0.9025570804395822
ADAMTS6,4.13321961918859,1.2986873388934664e-70,0.9728015878355648,0.8631392991209319,1.749860289924664e-10,0.832264195770967,True,Protein Coding,0.9025328916453352
RUNX1,4.336472189329207,4.5667630869319406e-83,0.9782009015676513,0.8497001259206458,3.959567504540659e-09,0.8267997148966499,True,Protein Coding,0.9025003046586397
MMP14,3.923595818475409,5.217733306173999e-72,0.9682769292874924,1.1871007341411257,9.901606581698381e-11,0.8365407460204324,True,Protein Coding,0.9024088375646094
CERS6,3.0099163493238237,3.7679559717913095e-70,0.9886967637758192,0.6952538251366116,1.0286462263403801e-08,0.8161083392729865,True,Protein Coding,0.9024025422418731
PFKP,4.059363284666621,1.7753482262260113e-80,0.9869810939917917,0.8780606153480637,3.6502494338982715e-09,0.8175338560228083,True,Protein Coding,0.9022574717138352
LRCH1,2.8153096346632585,1.3886928141247525e-68,0.984054363183745,0.6563828462817751,3.226444750079366e-09,0.8203848895224518,True,Protein Coding,0.9022196234421366
CSTB,3.4831587297315476,2.4805996197861294e-66,0.9902778712238443,0.508502449512946,3.8722082855936836e-09,0.8139700641482538,True,Protein Coding,0.9021239641928371
TNFSF4,3.4580312150978942,4.1700303344518023e-79,0.96812554665949,0.6477282608695654,1.5891219856171766e-10,0.8360655737704918,True,Protein Coding,0.9020955600716369
CST2,9.29154367557021,7.938524232141214e-85,0.9799502119356792,1.0435439059158949,5.289026202588424e-10,0.8241862675219768,True,Protein Coding,0.9020682392517217
TMEM45B,5.602723635874319,2.5189843316737276e-105,0.9852149633317634,1.1203782252316463,1.0811419459438899e-07,0.8187217866476598,True,Protein Coding,0.9019682774741272
SKAP2,3.6066204736594223,1.857158683425509e-86,0.9846598936957545,0.8661472582561158,1.299559812944589e-08,0.8191969588976005,True,Protein Coding,0.901928414575578
ZDHHC7,1.883827252237098,1.8657357715109832e-31,0.945434972751127,0.6554998812069384,4.835993058510513e-11,0.8583986695177002,True,Protein Coding,0.9019168210907968
NRP2,4.907358699455022,8.782656002802196e-108,0.9920776424678732,1.0663103563791871,7.97188039954468e-09,0.8115942028985508,True,Protein Coding,0.9018359154938839
PLS3,2.9422902307744043,3.7000566254388304e-58,0.9788400726636614,0.7812248039914467,2.5124509251167427e-09,0.8246614397719173,True,Protein Coding,0.9017507539521848
VCAN,5.671135201507098,2.448909080289271e-95,0.979748368431676,1.760345001187929,1.4516937072701159e-08,0.823711095272036,True,Protein Coding,0.9017297187615022
ECM1,4.932942878288367,1.3514738855900554e-99,0.9865942272757856,0.6543867284390599,1.8900305697957623e-09,0.8163459253979567,True,Protein Coding,0.9014700746330652
LOXL2,3.618464596649397,3.906817251065785e-75,0.9805725627396891,0.989198118317888,1.2543153364649105e-09,0.8222855785222143,True,Protein Coding,0.9014290695002753
CACNB3,3.3222298391980085,2.6034670706526552e-73,0.9840543631837448,0.5358074507008794,9.080005127800416e-10,0.8184842005226896,True,Protein Coding,0.9012692810348641
F2R,4.617614909506828,7.053139959029986e-98,0.9862746417277803,0.5866062817771436,2.001472490029934e-09,0.8153955808980755,True,Protein Coding,0.9008351095099312
MGLL,4.436892696629213,1.6577154488974387e-93,0.988444459395815,0.714215312425754,2.4194840258130487e-09,0.8130197196483726,True,Protein Coding,0.9007320873427869
HTATIP2,2.792838356993876,7.243895838967119e-53,0.9866110475677856,0.5765069565217393,1.7712794603614116e-08,0.8144452363981943,True,Protein Coding,0.9005281260321201
CRIP1,6.437314912870886,3.753860639360743e-120,0.9952903182399246,0.6556680731765265,1.8792124697133752e-08,0.8054169636493229,True,Protein Coding,0.9003536240250658
RRAS,3.251439766534348,2.7175377712776702e-61,0.9809426091636951,0.6709074388215734,9.793350429870421e-10,0.819672131147541,True,Protein Coding,0.9003073692739155
CEP55,6.845627366615085,1.2587988823671866e-93,0.9911357061158581,0.7483175100974107,1.0105369097077052e-07,0.809455927773818,True,Protein Coding,0.9002957259666228
GPRC5A,6.639599569400525,1.0226508692742528e-89,0.9585716208033372,1.0094265930149682,4.4104315871853844e-11,0.8420052268947493,True,Protein Coding,0.9002884238093367
LEMD1,9.264969669649464,2.342753041752475e-84,0.9741303909035861,0.701773131385127,3.2907717405110794e-09,0.8263245426467094,True,Protein Coding,0.9002274638127046
THBS2,5.747605308484156,1.6011133554383098e-99,0.9833479109197336,1.531692259444048,2.7151895559113406e-09,0.8170586837728677,True,Protein Coding,0.9002032949020781
STRA6,7.166420561124941,1.3203839397498086e-97,0.9880071318038081,0.5524671798526972,6.00405032036394e-09,0.8123069612734616,True,Protein Coding,0.9001570411340466
KIF14,5.481003693736124,8.332903054652929e-92,0.9801688757316827,0.6230120527441203,5.238016588481259e-07,0.8191969588976005,True,Protein Coding,0.8996824460592371
VSIG1,7.909741357733969,1.2006612867427867e-76,0.9665949000874655,1.5999806058446198,3.735792554655806e-08,0.8327393680209076,True,Protein Coding,0.8996671004444888
P4HA1,2.3486283253717275,8.941616161596928e-43,0.9580165511673282,1.0484702399619854,9.736058039780877e-11,0.8412924685198384,True,Protein Coding,0.8996545097559925
EPSTI1,4.851975425553388,9.40029129856805e-104,0.9898910045078383,0.9502394202898552,3.126668791677539e-09,0.8092183416488476,True,Protein Coding,0.8995546702657334
FER1L4,4.3183540166857295,7.609768423741853e-61,0.9406411895310504,0.7939779341886433,2.6578684989273193e-11,0.8583986695177002,True,Protein Coding,0.8995199295004671
NDC80,5.38584594294557,9.090090131139021e-107,0.993675570207899,0.5874276930387268,1.7976922470075056e-07,0.8049417913993823,True,Protein Coding,0.8993085191356163
CAMK2N1,4.664332887034919,7.627959060803022e-98,0.99249814976788,0.6916227346162991,8.369192716588115e-09,0.8058921358992635,True,Protein Coding,0.8991951353080343
COL8A1,6.094759385722936,2.6550708267926254e-103,0.9793951422996704,1.3716093537657406,1.1200486224728282e-09,0.8187217866476597,True,Protein Coding,0.8990584634666758
CAPN2,2.552880067953981,1.9252543996369186e-44,0.9824059745677184,0.6304276669042528,6.296610540630622e-09,0.8156331670230459,True,Protein Coding,0.8990195651346059
PARP4,2.377933395007737,2.523761473252148e-46,0.9695384511875126,0.698420750772156,9.711602134593838e-09,0.827512473271561,True,Protein Coding,0.898525453503415
GALE,3.1068713045818486,5.3434814618549196e-58,0.9711700195115388,0.6361477619387017,2.785364799485052e-10,0.8258493703967689,True,Protein Coding,0.898509694703886
NUF2,5.2331434669985875,3.2252996776384284e-86,0.993070039695889,0.698235210263721,4.7187652958572114e-07,0.8037538607745307,True,Protein Coding,0.8984115262956966
CENPK,4.011076811545449,3.253009416085109e-76,0.9783186436116531,0.8886348538845339,1.0049427530076489e-08,0.8184842005226894,True,Protein Coding,0.8984014130387512
ADAMTS12,4.891548677925049,7.4023645522587924e-96,0.975072327255601,1.143878336897127,4.92391210266962e-10,0.8215728201473034,True,Protein Coding,0.898322573259126
FANCI,2.7707615454484293,3.349169687231018e-66,0.9823891542757182,0.662242998336898,1.8251593165544036e-08,0.8142076502732241,True,Protein Coding,0.8982983858790942
CCNB2,5.042210748166589,3.692937632077978e-113,0.9871156563277937,0.8004152839154202,5.6678208069827874e-08,0.8094559277738179,True,Protein Coding,0.8982857411375769
RSAD2,3.316116803471708,2.5786951720717417e-66,0.9594630962793516,0.920433661202186,3.2353466939818246e-10,0.8370159182703731,True,Protein Coding,0.8982395069842507
RAD21,2.3715047063177024,1.2354511092931964e-45,0.9808248671196932,0.5489200000000007,1.7609571721299895e-08,0.8156331670230459,True,Protein Coding,0.8982290012539413
PRR11,4.721218603242952,1.0265348897449434e-114,0.9942811007199085,0.6327068591114284,5.448577879777387e-08,0.8020907578997385,True,Protein Coding,0.8981858803714637
NEK7,1.7903523716611716,8.1492492472288e-40,0.9568391307273094,0.5878856569256348,6.422115135677092e-09,0.839391779520076,True,Protein Coding,0.8981154493558918
ENDOD1,3.0904478066339225,5.538333481974895e-72,0.9788400726636614,0.5010348182466142,6.544684874462991e-09,0.817296269897838,True,Protein Coding,0.8980681654031765
RAB31,4.348218206284062,3.444880914961024e-88,0.9807071250756914,0.897613701591828,6.885302050712054e-09,0.8153955808980755,True,Protein Coding,0.8980513468035287
AHR,3.8331490345152393,2.0058660823066156e-83,0.9854336271277669,0.8032858066048929,7.225475985106053e-08,0.8104062722736992,True,Protein Coding,0.8979198848217428
DHFR,3.366793255062908,8.367088091181356e-84,0.9928345556078852,0.527560441910194,1.5312065601900519e-06,0.8028035162746496,True,Protein Coding,0.8978176611948697
ACVR1,2.819571839467134,2.5919337099001953e-61,0.9826078180717217,0.5874714991684478,6.00405032036394e-09,0.8130197196483725,True,Protein Coding,0.897813763469528
PPEF1,4.225124402879634,1.4022979943161429e-55,0.9668472044674696,0.6020676835352812,1.0052375851281584e-09,0.8287004038964124,True,Protein Coding,0.897773803279465
NCAPG2,2.469461764112225,3.043547879267821e-59,0.9763674897396217,0.5653157899738659,2.097875741845212e-08,0.8189593727726301,True,Protein Coding,0.8976634124242625
RASA1,1.858021721725089,6.549499250084181e-35,0.9610778443113771,0.6380353789498683,1.0249155597724208e-09,0.8341648847707295,True,Protein Coding,0.8976213636210673
PERP,3.053950783825607,7.470188985500249e-60,0.9880744129718091,0.6594473200285087,7.774214192812852e-08,0.8070800665241149,True,Protein Coding,0.8975771699683848
ETV1,3.914854591939716,4.9367327994947335e-92,0.9844748704837516,1.0159350890947962,3.25259259738676e-09,0.809455927773818,True,Protein Coding,0.8969653962113218
INHBA,7.309090600820831,3.4772406601036394e-126,0.99249814976788,1.375062176288906,1.5931912386394125e-08,0.8011404133998574,True,Protein Coding,0.8968192672958225
CAST,2.470694116261858,4.4935283545222115e-43,0.9760983650676176,0.6318018341648841,1.0273457971234542e-08,0.8175338560228084,True,Protein Coding,0.8968161013318104
VCL,2.4556528661777564,4.546737741725883e-47,0.9717082688555474,0.7184099120931338,2.033035718969189e-08,0.8218104062722738,True,Protein Coding,0.896759319332473
YWHAB,2.7529484256206684,3.0154468162555243e-50,0.9901769494718428,0.559412190544073,9.872080800284363e-08,0.8032786885245903,True,Protein Coding,0.8967277304725217
GOLM1,3.2759502523043804,4.941032956718019e-60,0.9868801722397901,0.6877088500831539,7.958027919028403e-09,0.8063673081492041,True,Protein Coding,0.8966237330591403
PTBP3,2.6590755836641327,1.2664304994841758e-56,0.9849626589517593,0.6458501520551181,2.7924034760219703e-08,0.8082679971489665,True,Protein Coding,0.8966153030132452
ARL6IP1,3.07786272286887,3.877000995512845e-58,0.9868297113637893,0.5068167521976719,7.701944062215939e-09,0.8063673081492041,True,Protein Coding,0.8965985028509451
FANCD2,2.1546701372535826,2.507701676772084e-45,0.9566204669313059,0.650276961273462,2.2127727356744485e-10,0.8360655737704917,True,Protein Coding,0.8963430201525585
TWSG1,3.2554292134831466,8.589238667974224e-79,0.9879230303438068,0.5639776645283909,1.3174180414821913e-08,0.804704205274412,True,Protein Coding,0.896313606000912
SPTLC2,2.9146929186570674,3.3169713268146043e-69,0.9888313261118212,0.6369566595390834,3.0579379756037206e-07,0.8037538607745308,True,Protein Coding,0.8962923193624602
OAS3,3.8812993271883203,1.5516259530352867e-83,0.9819013658077104,0.6038651793775234,4.42796236773892e-09,0.8106438583986696,True,Protein Coding,0.8962726081345286
HIST1H3H,5.632554810603512,1.1556466797395842e-61,0.9674695552714795,0.7661235245901641,2.0115268811155912e-07,0.8248990258968876,True,Protein Coding,0.8961841103143044
TMOD3,2.5545436015609226,4.722390983124361e-55,0.9769057390836305,0.5153542694226667,1.0599333841861733e-08,0.8153955808980755,True,Protein Coding,0.8961506504922531
ARHGAP1,2.2928681793715953,2.9245316739839277e-41,0.9754423736796071,0.576031408885723,3.846792937139509e-08,0.8168210976478973,True,Protein Coding,0.8961317011914198
DGKH,2.752404982170491,1.1343361042478957e-70,0.9788905335396623,1.0195034640057035,9.298878578290859e-09,0.8130197196483725,True,Protein Coding,0.8959551182626394
DPY19L1,2.6287886395747826,2.302452705061479e-61,0.9815313193837045,0.6382441268709904,1.478480173867565e-08,0.810168686148729,True,Protein Coding,0.895849989521252
CDC42BPA,2.0498219673013525,6.701787162010206e-43,0.972751126959564,0.5564880755523856,6.822088344257811e-08,0.8184842005226893,True,Protein Coding,0.8956176026412983
ARMC9,2.518135157774339,4.155198283883317e-57,0.9825068963197201,0.5988159040152059,6.348619299349814e-09,0.8085055832739368,True,Protein Coding,0.8955062341116004
PI3,7.1382457511942405,1.9489777955733096e-74,0.9570073336473122,0.7328657448325022,6.00405032036394e-09,0.8339272986457591,True,Protein Coding,0.8954673107701048
TMEM133,3.471813947386127,5.708804568077784e-86,0.9770739420036332,0.8582379187455453,3.080589549764267e-08,0.8134948918983131,True,Protein Coding,0.895284389370935
SLC16A4,4.397477450716544,1.908291665082921e-94,0.9830115050797281,0.8753903064861,6.017005214196201e-09,0.8073176526490853,True,Protein Coding,0.8951645734781968
MET,3.3430843436722073,7.029805187955654e-65,0.9509352082352149,1.3542566809218348,4.023547880365161e-11,0.8391541933951057,True,Protein Coding,0.8950447007791478
ZC2HC1A,2.0836656125950346,6.033522777726044e-44,0.9548879768552782,0.6870425968163465,4.46394134741996e-10,0.8351152292706105,True,Protein Coding,0.8950016026634209
PRC1,2.4482746753683644,1.849219167107599e-50,0.9726165646235618,0.6831079496317427,1.5931912386394125e-08,0.8168210976478973,True,Protein Coding,0.8947188168811476
SGPP2,4.03385828567584,1.6801483809826076e-86,0.9724483617035592,0.8674134663815627,1.9869568193278713e-09,0.8168210976478972,True,Protein Coding,0.8946347278981276
NT5E,4.9467025970530845,4.206214022358745e-109,0.9889658884478234,1.2388019648372541,1.0689746986926876e-08,0.7997148966500357,True,Protein Coding,0.894340382988657
DTL,5.011429415326651,5.063014185477847e-74,0.9911861669918589,0.624555996673795,3.3267232106411497e-07,0.7973390354003326,True,Protein Coding,0.8942623036996805
FAT1,2.454949465114713,1.0417099512095752e-43,0.9630626387674092,0.7834249703017351,2.5696135011738248e-09,0.8246614397719173,True,Protein Coding,0.8938620369727832
LIPH,3.8112118448496264,1.4020497282634203e-64,0.960371392047366,1.4746664742219027,1.6073033948328753e-09,0.8265621287716798,True,Protein Coding,0.8934667589734507
KCNK1,4.062231588508377,1.4791695777072835e-85,0.9800847742716814,0.7447138512710865,4.438391079950305e-09,0.8068424803991446,True,Protein Coding,0.8934636233698721
TNIK,2.5504338558837385,8.123408620762615e-55,0.9642905200834287,0.7349490757899746,1.8055760898077342e-08,0.8225231646471847,True,Protein Coding,0.8934068262341665
RAI14,2.7226537105564157,1.35801310655238e-59,0.9717587297315481,0.9455792183416483,1.0860155336394004e-09,0.8149204086481351,True,Protein Coding,0.893339568219661
ITPR3,2.5856613436049245,1.2400706151204178e-46,0.9357969454349728,0.7933461582323575,1.1239110658999378e-10,0.8505583273936802,True,Protein Coding,0.8931776363139412
KYNU,5.813112416739555,1.095210925738695e-105,0.9851813227477628,1.1749380684248063,1.8457101124493303e-08,0.8011404133998574,True,Protein Coding,0.8931608515886497
DCBLD2,2.6856495895848758,7.014875782816232e-50,0.9487822108591806,1.0971434497505346,2.0684044166515984e-10,0.8374910905203137,True,Protein Coding,0.8931366505050103
PLEKHB2,2.426476061360425,4.869482965111232e-49,0.987250218663796,0.5327591541933936,1.1200079033439359e-07,0.7987645521501544,True,Protein Coding,0.8930072853894423
CYP2C18,7.460715104622216,3.1803613059397766e-78,0.9623898270873982,1.2591827583749113,1.33127043646895e-07,0.8234735091470657,True,Protein Coding,0.8929315492438787
PTPN12,2.19288980353899,2.190083905247219e-39,0.9651147143914418,0.6956480019006905,1.603247841171511e-08,0.8203848895224519,True,Protein Coding,0.8927497876439549
DEPDC1B,5.299510667429187,7.638591383982377e-90,0.985753212675772,0.6201251817533855,4.870185276240336e-07,0.7997148966500357,True,Protein Coding,0.8927336198848791
ACTN1,2.860349465114715,2.16982039810277e-49,0.9809257888716948,0.8875183131385134,2.567462059642543e-08,0.8044666191494416,True,Protein Coding,0.8926961810909317
TRIM31,6.657594378658413,3.082709976329074e-85,0.966073471035457,1.2710533206620722,1.0689746986926876e-08,0.8191969588976004,True,Protein Coding,0.892635205424484
FHL2,5.055613119827759,4.5156415844753735e-102,0.9918253380878692,0.6143230648610114,7.167826225111213e-08,0.7933000712758375,True,Protein Coding,0.8925626407045099
IL2RG,6.170027652560048,2.0755909378586235e-119,0.9872333983717957,0.9880894844381078,2.0397031550637478e-08,0.7978142076502731,True,Protein Coding,0.8925237848061983
KDM5B,1.9644627598735114,3.599582213729824e-39,0.9668808450514701,0.5230161511047742,2.2906648244480525e-09,0.8180090282727488,True,Protein Coding,0.8924449346178173
CALU,2.468475967166791,3.49280940977247e-45,0.9766534347036264,0.8357273889284871,9.529530447863705e-09,0.8075552387740556,True,Protein Coding,0.8921043282375055
MAP4K4,3.130812887707731,3.192830040206857e-66,0.9883603579358137,0.8538855452601561,2.1229703373105778e-07,0.7956759325255406,True,Protein Coding,0.8920179558578709
KCND2,4.247832870214628,1.2077798984411321e-77,0.9702449034515239,0.6789639225469224,1.353392878372699e-08,0.8137324780232834,True,Protein Coding,0.8919886786652923
ZNFX1,2.791127847675436,6.419520389054184e-64,0.9870988360357936,0.6081581872178683,4.82990376844403e-07,0.796863863150392,True,Protein Coding,0.8919809187746847
TRAK1,2.911829657538855,1.4131886053908972e-63,0.9850972212877616,0.6629470087906855,1.6324022924586498e-08,0.7987645521501545,True,Protein Coding,0.8919308721590578
CCL20,5.77103797349122,3.646642958130561e-65,0.9553757653232862,1.2631830814920422,3.9011900670832896e-08,0.8282252316464719,True,Protein Coding,0.8918004636940465
ADAM19,4.797949818340847,2.0295854383952727e-103,0.981127632375698,0.7558750582086002,9.629666700817548e-09,0.8023283440247089,True,Protein Coding,0.8917279796131601
GPD2,2.190674140483079,7.230339619514301e-49,0.9795465249276727,0.6034211926823483,1.2058465271672193e-07,0.8037538607745308,True,Protein Coding,0.8916500853317729
MATN3,6.218921977393528,8.541992743839585e-102,0.9836002152997375,1.2314796103587535,1.4747146797436241e-08,0.7994773105250653,True,Protein Coding,0.8915387497647483
ANTXR2,3.418504262261992,4.6002101434943414e-83,0.9588575657673417,1.0283505060584446,3.251561564713071e-09,0.8241862675219768,True,Protein Coding,0.8915219137458209
ZNF860,4.675365407387473,5.639105644157484e-76,0.9825237166117203,0.6074531147540991,1.160978648033616e-07,0.8004276550249466,True,Protein Coding,0.8914755823199099
CYB5B,2.7247610442037278,4.29136550781023e-54,0.9895882392518334,0.5036471109527216,1.5867455273572871e-07,0.7930624851508671,True,Protein Coding,0.891325220770697
DCBLD1,2.0134696763775812,3.0942547738266387e-41,0.9581511135033304,0.7150127037301006,1.0052375851281584e-09,0.824423853646947,True,Protein Coding,0.8912874826791831
CTTNBP2NL,3.0338280629751733,1.0053270118321263e-71,0.9798324698916773,0.5663344214777855,1.4781059876022052e-08,0.8026847232121644,True,Protein Coding,0.8912585833781742
SLC22A3,4.567738168606607,1.3625750979764727e-84,0.965434299939447,1.1269864005702064,2.3367585895099983e-09,0.8170586837728676,True,Protein Coding,0.8912464897735295
RHOF,3.729495653636547,3.2082927932940186e-84,0.9784195653636546,0.510287006414825,1.3422735325671349e-08,0.8037538607745308,True,Protein Coding,0.8910867011082716
