gene,log2fc,fdr,auc,log2fc_val,fdr_val,auc_val,direction_consistent,protein_coding_status,stability_score
DFNA5,2.878888256072125,4.9599981772763445e-61,0.9579156294153268,0.6427818151579947,1.0304827551306394e-05,0.7588500831551437,True,Protein Coding,0.8583740107979283
UBASH3B,3.7384615790890128,5.3728182327993575e-84,0.9690338424275046,0.5657570491803279,1.8400984498304203e-05,0.7474459491565693,True,Protein Coding,0.8582241033330187
CD80,2.893447712440288,2.1107365099460704e-48,0.9250992397228017,0.5472848657638387,5.223575344767476e-08,0.7911617961511048,True,Protein Coding,0.8581304731118591
PDCD1LG2,3.8556804716409876,2.3748204273977057e-78,0.9691179438875059,0.5346912948443805,8.60691270513423e-06,0.7469707769066287,True,Protein Coding,0.8580369752841603
STK38L,2.3572025062235076,5.398562525813268e-48,0.9695552714795129,0.5692261392254716,5.7443793648325314e-06,0.7464956046566881,True,Protein Coding,0.8580205092444796
SP140L,2.110228419565364,3.7226538498711023e-38,0.9352586960909642,0.5899578474697069,7.950933774821008e-07,0.7807080066524116,True,Protein Coding,0.8579826691948073
LUM,5.068747860458858,1.1951925367555535e-80,0.9761151853596178,0.9261459847944851,5.691416374571903e-06,0.7398431931575196,True,Protein Coding,0.8579743061417618
S100A2,6.193504615488125,4.411760604947198e-68,0.9715232456435443,0.5736943121881679,0.00040588112732125247,0.7445949156569256,True,Protein Coding,0.8577108106632725
PIAS3,1.2309049956267235,4.657910364977768e-17,0.8880441364462087,0.5682437348538834,4.46394134741996e-10,0.8270373010216202,True,Protein Coding,0.8575407183511133
KPNA2,3.420174749377649,2.248504466542941e-73,0.994062436923905,0.5664304549774277,9.760558194869836e-05,0.7205987170349252,True,Protein Coding,0.8572468967295266
TNFAIP6,6.41844552243827,2.3041794700260024e-86,0.9830451456637288,1.1507248847707299,2.6758756290591917e-05,0.7301021620337372,True,Protein Coding,0.8565507330030847
WNT5A,1.9091625950346498,9.004428489052764e-29,0.8828298459261253,0.7513617581373255,3.9369405532922805e-10,0.829888334521264,True,Protein Coding,0.8563590898865511
NDNF,4.9042488663123205,2.758871676852084e-72,0.9665276189194645,0.6490572867664515,8.429305847693954e-07,0.7460204324067475,True,Protein Coding,0.8562733038835408
PDPN,3.6073191717688218,2.312870664346143e-55,0.9544506492632713,0.6795012544547374,4.90716816438418e-06,0.7578997386552625,True,Protein Coding,0.856170992563612
SEPT7,2.7059354437193033,4.8365349052021527e-51,0.9823723339837179,0.5252296958897587,2.382718612867475e-05,0.7298645759087667,True,Protein Coding,0.8560980560524681
RAPH1,2.345613580703761,4.0342561053074606e-50,0.9592948933593487,0.5806875457353273,5.142805222718499e-06,0.7526728439059158,True,Protein Coding,0.8559794664743221
MFGE8,2.5621057188992804,1.5246254285367074e-40,0.9532732288232523,0.6019176336421941,1.3036674047730557e-06,0.7586124970301735,True,Protein Coding,0.8559417470619022
PLBD1,2.676030263069367,3.469894835201696e-46,0.9310536230908969,0.5221267545735335,1.3881604822246648e-06,0.7804704205274412,True,Protein Coding,0.8557608338741481
MYEOV,4.671039689161003,2.1190159568852748e-48,0.9327020117069234,0.6013861035875498,3.3975259309014234e-08,0.7785697315276787,True,Protein Coding,0.8556358425468504
EPPK1,2.901062669043934,1.695309409299382e-50,0.9285305792908564,0.5128073057733413,1.8166622539766564e-07,0.7826086956521738,True,Protein Coding,0.8555694820434085
LPP,2.1456323622418085,8.116588553797295e-43,0.9471170019511539,0.5533008695652173,2.834114008163301e-06,0.7636018056545496,True,Protein Coding,0.8553569796167835
SLC9B2,3.7338497308753276,1.0505089892575338e-75,0.9713214021395411,0.618753675457353,7.757921501894368e-06,0.7388928486576384,True,Protein Coding,0.8551004915446353
PLXNA1,1.7636225122788132,9.453822224213091e-31,0.922122048038754,0.5442308101686866,1.33127043646895e-07,0.7880731765264908,True,Protein Coding,0.8550974984460052
TRANK1,2.469221260849088,5.020001496532453e-52,0.9606068761353697,0.6831189427417437,6.008857031737115e-06,0.749584224281302,True,Protein Coding,0.8550904120614262
F5,4.71020193433358,1.6035224986779983e-70,0.9625243894234004,0.8043156236635784,1.593440605107731e-05,0.7474459491565693,True,Protein Coding,0.8549715456091297
MRVI1,2.977259984525331,1.4344729623211897e-57,0.9494382022471909,0.6341086124970285,1.101056014317371e-06,0.7600380137799951,True,Protein Coding,0.8547371668990584
HIST2H2BE,2.210002109264617,1.107813243997434e-31,0.8866985130861872,0.7535128391541939,2.1658310995758285e-09,0.8225231646471847,True,Protein Coding,0.8546108370157433
GLRX,3.111454383368095,4.7635012077788705e-59,0.9843234878557492,0.6016876977904486,0.0004696773038398486,0.7253504395343312,True,Protein Coding,0.8544354661747092
C1orf116,2.755723830989705,6.728126897892545e-53,0.9723642602435579,0.5467360893323829,2.7561632156549522e-05,0.7362794012829652,True,Protein Coding,0.8542982842592188
RECQL,2.045290705106641,5.250326919118541e-39,0.9489167731951826,0.5680894820622484,2.1853968312065375e-06,0.7593252554050843,True,Protein Coding,0.8541191477067753
IRF6,2.2103964509183878,1.8838575219511353e-40,0.9647278476754355,0.6306501377999512,8.750984040403864e-05,0.7429318127821335,True,Protein Coding,0.853755111716609
SLFN5,2.83442758527888,1.5749566049717862e-62,0.9703290049115253,0.5106008458066054,3.1121436034424787e-06,0.736992159657876,True,Protein Coding,0.8536579255703799
LCN2,5.819125344815987,7.510542628031755e-52,0.946746955527148,1.121419857448326,5.233011746509007e-06,0.7605131860299359,True,Protein Coding,0.8536256037223545
ITGBL1,4.715615821166655,1.2770329087553406e-77,0.9641559577474266,0.8649435091470652,6.675042175494381e-06,0.7429318127821336,True,Protein Coding,0.8535381878233473
TRIM16L,1.0537080838323356,3.6359870654321385e-16,0.8532765928816525,0.6994110643858402,1.216464137787519e-11,0.8536469470182941,True,Protein Coding,0.853461769939591
CKS2,4.81815380475005,1.428727382988537e-104,0.9946511471439143,0.5019718104062729,0.00019394736524274564,0.7125207887859348,True,Protein Coding,0.8534204172154296
SERPINB9,3.304794735248604,1.028368032769018e-74,0.9759806230236157,0.728619014017581,1.36802343167373e-05,0.7301021620337372,True,Protein Coding,0.8530297227225447
ZNF217,2.013243927874588,2.6791770570549986e-37,0.9382695283590123,0.5931210976478969,1.452500517548121e-06,0.7674031836540747,True,Protein Coding,0.852835117261295
MIR4435-2HG,3.7865211935679204,2.2996823377366866e-72,0.988444459395815,0.6679905725825614,6.580570777767826e-05,0.7167973390354002,True,Protein Coding,0.8525647918938687
SHROOM3,3.292753212675772,4.1936779247904106e-71,0.9824900760277199,0.572693083867903,3.450099786246493e-05,0.7224994060346877,True,Protein Coding,0.8524653291119657
HIST2H4B,2.6266721657807977,1.1562756984978913e-26,0.9068324026105093,0.5271393656450476,1.2187800239815618e-07,0.7980517937752436,True,Protein Coding,0.8524419942989364
CTSC,3.372291724416335,6.10789422208718e-64,0.9865101258157842,0.530607721549063,5.9817569677010514e-05,0.7184604419101924,True,Protein Coding,0.8524342902651223
FAM83B,2.5474992599071524,1.358004262995168e-31,0.9152089080266433,0.7936233285816092,5.688779646962022e-07,0.7894986932763126,True,Protein Coding,0.8523533157661826
IGFBP7,3.1568578416201314,9.286840877749976e-47,0.9719101123595506,0.5730670800665258,1.0359644117259049e-05,0.7327156094084105,True,Protein Coding,0.8523040312260652
TNFRSF11B,4.283438188790957,4.0862436529035917e-69,0.9619693197873915,0.5151139106676186,8.483021912660383e-06,0.7424566405321928,True,Protein Coding,0.8522057508184072
HSPG2,2.816832194038889,1.3627991467717567e-48,0.9685124133754962,0.5901334449988109,7.363005173512846e-06,0.7358042290330244,True,Protein Coding,0.8521520467581325
HLA-DQB2,6.604890668101997,4.108230877724082e-77,0.9891677319518267,0.6130153825136597,4.7473952200486636e-05,0.7146590639106676,True,Protein Coding,0.8518729542353148
XPO1,1.141412968445131,5.3775495279825475e-14,0.887623629146202,0.6014995105725855,3.001838396109781e-08,0.8158707531480163,True,Protein Coding,0.851747165578989
BRCA2,2.548837899481935,2.932893946071553e-48,0.9290856489268653,0.546772969826562,3.5368070335626056e-07,0.7738180090282727,True,Protein Coding,0.8514515278354872
ANXA3,2.540515239184552,1.2408067233607027e-34,0.9277063849828433,0.9217950510810162,3.729780237745971e-07,0.774768353528154,True,Protein Coding,0.8512370517626668
XKR9,4.190510590055844,5.835670103433031e-50,0.9445603175671129,0.5810775196008544,9.456798251637356e-05,0.7578997386552625,True,Protein Coding,0.8511495290047719
SMC6,1.3117686772522377,3.519451481113452e-35,0.9255365673148086,0.6122822047992384,4.982696240699984e-07,0.776431456402946,True,Protein Coding,0.8509835878393935
TCN1,6.569544715064254,2.3801926848903405e-64,0.9520958083832335,1.5903620123544782,5.73802532907954e-06,0.7483962936564504,True,Protein Coding,0.8502411722864652
PELI1,2.3473619895041375,1.5131314073255267e-47,0.9669985870954719,0.5619747992397253,6.1145205931795e-05,0.7334283677833214,True,Protein Coding,0.8501614909612326
IGF2BP2,2.1714758393325715,7.377449049225198e-33,0.916756374890668,0.6762206177239234,9.767492538664778e-08,0.7835590401520551,True,Protein Coding,0.850157624482271
LTBP2,3.3715823555136915,9.08607642273716e-67,0.9645428244634328,0.5783911499168433,3.696719008635245e-05,0.7358042290330244,True,Protein Coding,0.8501420982218589
LRRN1,2.799190573908363,4.896668303326913e-46,0.9184384040906951,1.0013465122356844,9.476612061109608e-08,0.7816583511522928,True,Protein Coding,0.850048297065707
ADAM17,2.279930303438068,3.2407407564625123e-50,0.9592444324833479,0.5059917011166535,1.430581564120187e-05,0.7403183654074602,True,Protein Coding,0.8497692421293754
B3GALT5,2.5629895478705507,1.0006305629198878e-42,0.926125277534818,0.6508524233784754,6.795494037654815e-07,0.7733428367783322,True,Protein Coding,0.8497334797203031
HTRA1,3.3527079728184086,5.640404375411559e-62,0.9826078180717217,0.5063012972202428,5.202253513059705e-05,0.7165597529104301,True,Protein Coding,0.8495395879887488
GSDMC,5.286438303168942,1.68265086805039e-58,0.9614647110273835,0.5584694535519112,0.0001120677870153392,0.7377049180327869,True,Protein Coding,0.8494896034400391
FUT3,3.4307361232590994,5.377436116466554e-42,0.9387741371190204,0.8652505939653121,4.869775616865275e-07,0.7600380137799952,True,Protein Coding,0.8494056618078083
CD68,5.131086052613873,6.985645583858475e-76,0.9909170423198548,0.5640407032549302,0.00020392119200707037,0.7080066524114992,True,Protein Coding,0.8492886240931976
ARHGAP26,2.9690167429186567,4.398027432475769e-63,0.960876000807374,0.6425210073651701,9.174677283184848e-06,0.7377049180327869,True,Protein Coding,0.8492826674541957
CCL18,9.883791626858642,1.0613888484061625e-94,0.9942474601359079,0.9608849370396761,0.0005115565640813484,0.7039676882870041,True,Protein Coding,0.8486732076582569
MYLK,3.1941033943349257,2.7497625104354345e-52,0.9494550225391912,0.5895686861487279,2.2702529086987297e-06,0.7474459491565691,True,Protein Coding,0.8484485596506969
LAMA4,4.14728881450582,3.6522890857287184e-89,0.989504137791832,0.79770262295082,9.81110096772525e-05,0.7075314801615586,True,Protein Coding,0.8484345600377275
MSL3P1,3.609591034784364,3.0457084185952705e-29,0.9395983314270336,0.5834949893086243,6.612801804845477e-06,0.7569493941553813,True,Protein Coding,0.8482682533242766
ZEB1,2.745042437596716,2.4199409024402687e-56,0.952566776559241,0.6546867403183647,2.132889806506887e-06,0.7436445711570444,True,Protein Coding,0.848103864942196
EMB,4.750857794523313,3.806714789116431e-108,0.9888481464038215,0.5304841363744366,8.258942300372473e-05,0.7070563079116179,True,Protein Coding,0.8478821952725439
SLCO4A1,2.573944479580166,4.823720597326494e-39,0.9043093588104689,0.5663396602518427,5.437751805123932e-08,0.7909242100261344,True,Protein Coding,0.8476167383270047
PLXNC1,3.390282520352554,4.163012943527487e-77,0.9741303909035861,0.7708179258731285,2.6479495514693386e-05,0.7208363031598954,True,Protein Coding,0.8474609061002543
ANXA1,4.381315242548611,7.863291201894294e-78,0.9764515911996232,0.9422771418389146,3.502974834461876e-05,0.7175100974103111,True,Protein Coding,0.8469511747791384
PLXDC2,4.1312500000000005,1.6329634889815559e-84,0.9761151853596177,0.8279725920646239,3.063756740703348e-05,0.7177476835352816,True,Protein Coding,0.8469054865285376
MYH9,1.9812194947184292,1.9489453109453275e-27,0.9495727645831931,0.5153702851033497,2.461758762862892e-05,0.7436445711570445,True,Protein Coding,0.8465878264070503
HMCN1,3.9005321334858376,1.1664572500912202e-69,0.9583024961313329,0.8783082988833444,1.903474029817615e-05,0.7348538845331432,True,Protein Coding,0.846562075936243
NCF2,3.769777087398237,2.932592158239099e-66,0.9551066406512817,0.7260990021382758,2.208539319272157e-05,0.7377049180327868,True,Protein Coding,0.846387086137597
PPFIA2,3.377491468747897,2.532572600235945e-38,0.9273531588508377,0.5955054193395108,2.9557118018724504e-07,0.7652649085293418,True,Protein Coding,0.8463087835455299
RND3,3.6024193668842095,4.727103137465759e-78,0.9843234878557491,0.6626483606557363,0.0002349393751628887,0.7082442385364695,True,Protein Coding,0.8460850377940796
FBN1,4.2643094159994615,8.746331780208152e-80,0.9739958285675839,1.1920487669280089,1.117673898267288e-05,0.7177476835352816,True,Protein Coding,0.8458623019636027
SRGAP2C,2.3634370382829846,9.960883448204916e-53,0.956553185763305,0.5245971323354706,8.435463774870271e-06,0.7350914706581136,True,Protein Coding,0.8458151933070998
ADAM12,6.4420776660162815,2.806695469855737e-98,0.9798492901836775,0.902271855547637,0.00017004752740125526,0.7120456165359944,True,Protein Coding,0.8458036020870807
LAD1,2.7607435073672875,3.8258277204655e-43,0.9388414182870215,0.6550329579472551,2.7305327414425887e-05,0.7517224994060346,True,Protein Coding,0.8452588781458843
S100A4,4.442569851308618,2.2296634026505536e-70,0.9796138060956738,0.5319141862675218,7.300382744232251e-05,0.7101449275362319,True,Protein Coding,0.8448176873884482
CRABP2,5.740639181188185,1.3187121821179433e-91,0.9824564354437194,0.5564904252791623,8.007754301876628e-05,0.7072938940365883,True,Protein Coding,0.8448075092128038
THY1,5.051781252102537,6.429846248583979e-84,0.9854336271277669,0.7120760394392986,0.00010914068331332033,0.7042052744119743,True,Protein Coding,0.8447272465977372
MSN,3.363699246450919,1.910281164417437e-61,0.9693534279755096,0.7789204276550246,3.113755296267227e-05,0.7198859586600143,True,Protein Coding,0.8445933939273279
LIF,4.603734831460674,8.146438257043971e-72,0.9607918993473726,0.7346996436208122,6.580570777767826e-05,0.7277263007840342,True,Protein Coding,0.8442035429980758
TRIO,1.49432117338357,7.14361795810436e-23,0.9169077575186706,0.6383492325968154,1.2698424541815407e-06,0.7714421477785697,True,Protein Coding,0.8441738806794266
GLT8D2,3.6792723070712503,1.3315597280427504e-77,0.9753582722196057,0.6304993442622946,0.0002237042979948595,0.7132335471608459,True,Protein Coding,0.8441070370664486
BAIAP2L1,1.7406640617641114,2.788201185990901e-25,0.8921314674022741,0.9801266785459717,4.869775616865275e-07,0.7956759325255406,True,Protein Coding,0.8439032890017412
FAS,2.5548592612527754,1.8467838828494186e-53,0.9679237031554867,0.5033692634830134,4.9491242334765466e-05,0.7194107864100735,True,Protein Coding,0.8436254906427186
INSIG2,1.3897965753885493,3.1471841709939574e-22,0.9269494718428312,0.5845207483962929,7.905911276719186e-07,0.759800427655025,True,Protein Coding,0.8433742829841755
SLC20A1,1.918974238040772,1.1511811562553828e-27,0.8939480589383032,0.766329607982895,3.577646338062202e-08,0.7918745545260157,True,Protein Coding,0.8429112765757739
TGFBR1,2.7621163358675904,7.337564828815987e-60,0.9727343066675637,0.5268009265858886,8.80788563581596e-05,0.7122832026609646,True,Protein Coding,0.8424345474566816
CDCA7,3.6883079930027582,3.642595865493965e-52,0.9364192962389827,0.5250957757186963,8.39659887721491e-05,0.7474459491565693,True,Protein Coding,0.8418619289926316
COL6A3,3.3728511101392726,4.262171871648496e-64,0.9307003969588912,1.2658230719885957,2.0228097706579104e-06,0.7524352577809456,True,Protein Coding,0.8415661250382944
ATP2B4,2.576277592006998,2.9149753776994994e-45,0.9487822108591805,0.5699405773342825,2.52402644422362e-05,0.7343787122832026,True,Protein Coding,0.8415592198577919
KRT6B,5.131907525398641,9.051375939224938e-49,0.9273699791428379,0.8164703373722979,1.3199784503028583e-05,0.7555238774055595,True,Protein Coding,0.8414358213560749
OLR1,4.399820278544035,1.1435194421532234e-60,0.9361838121509789,1.2442689166072691,7.819398743085472e-06,0.7464956046566881,True,Protein Coding,0.8413331296331751
SDC4,2.7580848583731417,1.890020936808378e-45,0.9628607952634057,0.5745649916844862,0.0002221758436075438,0.7201235447849845,True,Protein Coding,0.8413052107914308
TMEM45A,1.9879789208100656,3.632346132724654e-30,0.9163358675906614,0.7563439961986225,7.146627256572967e-07,0.7659776669042527,True,Protein Coding,0.8411561661040692
TMPRSS3,3.1546810670793244,3.241527406286783e-47,0.9485467267711767,0.7200226300784021,5.832251517614231e-07,0.7336659539082918,True,Protein Coding,0.8411058497853613
SFTA2,4.746626650070645,7.28209213708409e-45,0.9325842696629214,0.5927213399857454,7.954896736825527e-07,0.7493466381563316,True,Protein Coding,0.840964784930292
PDGFRB,2.856481369844581,1.0249132504298696e-50,0.9541647042992666,0.8557119980993111,6.2037130141051265e-06,0.7277263007840342,True,Protein Coding,0.8409402855570921
PRRX1,3.9110459025768676,1.4636719858201866e-70,0.9517089416672274,0.5993762532668105,3.8100707029077637e-05,0.7301021620337372,True,Protein Coding,0.8408735127544121
FAM177B,6.365699195990043,5.552720159363543e-66,0.9684283119154948,0.5388600641482544,0.0006731969712952324,0.7144214777856974,True,Protein Coding,0.8408584501598103
RASGRF2,2.735378254726502,2.1900605732499796e-63,0.9587230034313395,0.6390696079828944,3.759909212539107e-05,0.7227369921596579,True,Protein Coding,0.840698387110859
CXCL10,5.897327592006997,9.381968426793614e-65,0.9692188656395075,0.8133880969351384,0.00022130864207990243,0.7115704442860536,True,Protein Coding,0.8402086683628796
TUFT1,1.5552168034717075,5.7314787101654e-25,0.8954955258023279,0.6391166048942747,9.723687480207162e-08,0.7840342124019958,True,Protein Coding,0.8397647874460504
CLEC2B,3.3338402240462894,3.759165041833846e-70,0.9740967503195854,0.5390602542171528,5.0161194592203567e-05,0.7042052744119743,True,Protein Coding,0.8391089195485564
ITGA6,1.7967712776693814,2.586354938052366e-26,0.909119962322546,0.58623026609646,1.4403392577804314e-06,0.7688287004038964,True,Protein Coding,0.8389731229555555
ST14,2.508939292202113,4.2851630191557744e-43,0.9620702415393931,0.5020095462105028,0.0005117900607654212,0.7163221667854598,True,Protein Coding,0.8387667118861041
DSC2,2.1367702381753353,2.603550026319518e-42,0.9592612527753481,0.578970662865288,0.0006362443672967679,0.7189356141601331,True,Protein Coding,0.8385645618158392
RASA2,1.4460864865774066,7.122383396735368e-27,0.9100114377985601,0.5514661796151099,2.5632593391161177e-06,0.7664528391541934,True,Protein Coding,0.8382299898700194
MOXD1,4.473138383906344,8.924643370290124e-82,0.9730538922155688,0.9329364694701834,5.67244743589193e-05,0.7032549299120932,True,Protein Coding,0.8381068671954318
IFIH1,1.8203618482136854,6.583722975167644e-50,0.9428278274910851,0.5200668234735106,5.085351852453007e-05,0.7334283677833215,True,Protein Coding,0.8380854758744642
NDRG1,2.301175603848482,6.410242114261043e-35,0.9572596380273162,0.5369158493703985,0.0001277571941617982,0.7177476835352815,True,Protein Coding,0.8373966636634972
NRG3,6.10501286752338,4.749571881611257e-78,0.9696561932315144,0.533401180803041,2.8632833001004505e-05,0.7042052744119742,True,Protein Coding,0.8369067701238094
POF1B,2.7816656361434435,1.1463797444955603e-40,0.9260579963668168,0.8142261368496095,6.418225340703632e-05,0.7469707769066287,True,Protein Coding,0.8364606972583811
SFRP2,5.478061195586356,8.57339119036287e-73,0.9579660902913274,0.8514531385127135,4.527933535463358e-05,0.7144214777856974,True,Protein Coding,0.8361559217397435
ASAP1,2.0245838861602636,3.340371386836755e-39,0.9522135504272355,0.524674739843193,0.0001281604788202494,0.719648372535044,True,Protein Coding,0.8358238281688557
PYGL,2.641705840005383,4.665807659418073e-50,0.958302496131333,0.6279271418389154,0.0003025841970360681,0.7129959610358755,True,Protein Coding,0.8353963743327695
MUC4,4.327583566574715,7.190272197411428e-51,0.9027787122384444,0.7988702304585416,3.1326456608937413e-07,0.7669280114041339,True,Protein Coding,0.8348531002913131
IFITM1,2.98399602704703,1.891797080581997e-46,0.9543497275112697,0.5805855072463757,3.8349985495758886e-05,0.714896650035638,True,Protein Coding,0.8345911809862699
RBMS1,2.506694466123932,1.5115778295558707e-48,0.9517089416672274,0.530360464480875,5.232120003437663e-05,0.717272511285341,True,Protein Coding,0.8344470649200574
RNF213,1.5202561562268722,1.5109591603781575e-21,0.9119289510865909,0.5562854122119267,4.317769950951855e-06,0.7569493941553814,True,Protein Coding,0.8344355697046006
DST,1.6386919161676659,8.806858821298918e-25,0.9519444257552311,0.5129977191731996,6.924159596997814e-05,0.7170349251603707,True,Protein Coding,0.8344318940608516
MARCO,5.555916931305928,1.1254236514889243e-56,0.9325506290789208,0.5676822309337153,2.4101932523045062e-05,0.7360418151579948,True,Protein Coding,0.8342761139672081
GBP1P1,3.24353368431676,1.4267966129120821e-42,0.9281437125748503,0.8710593205036821,5.306029753383182e-06,0.7403183654074602,True,Protein Coding,0.8342266125364411
TM4SF1,3.2174619457713787,3.440978041335946e-45,0.9397160734710354,0.5117134592539809,3.04629125258121e-05,0.7272511285340935,True,Protein Coding,0.8334582106645353
BNC2,3.1918264751396084,8.60021642239095e-62,0.938942340039023,0.5578689688762184,3.904583513888325e-05,0.7279638869090045,True,Protein Coding,0.833420570601149
AGR3,4.850746925250622,2.1416659213260527e-56,0.9556617102872905,0.6250522499406035,0.00012897843901212423,0.7103825136612022,True,Protein Coding,0.8329146700825814
DGKA,1.5072039056718034,2.475653760474814e-21,0.8840913678261454,0.5321820598717046,6.403031237034429e-07,0.7816583511522928,True,Protein Coding,0.8328743261968448
GDA,4.365453064657203,1.0421736530386384e-64,0.964122317163426,0.67218594915657,0.002341283682515913,0.7053932050368259,True,Protein Coding,0.8328033563752087
ROBO1,3.396426401130324,3.423975387035311e-70,0.9632813025634125,0.5043313661202191,4.000576119961857e-05,0.7020669992872416,True,Protein Coding,0.832640839162088
TRIM22,2.293944119625917,1.7592498197872019e-37,0.9172273430666756,0.5766799168448564,3.4111819056910653e-06,0.7476835352815395,True,Protein Coding,0.8324525995171762
MMP2,3.826867546928615,2.2984312920054906e-59,0.9557121711632913,0.9034435756711803,0.00011179410984488623,0.7087194107864101,True,Protein Coding,0.8321227541512998
LOX,3.42945134562336,5.119130167735468e-61,0.9464273699791429,0.873594005702067,0.0001669348330030193,0.7148966500356378,True,Protein Coding,0.8305233435834678
EHF,1.9908027349794795,5.8978464584672775e-28,0.9009284801184149,0.6748207769066275,0.000176648671852312,0.7600380137799952,True,Protein Coding,0.8303365431866359
SLC39A10,1.3056579425418826,1.0719454365422662e-20,0.8775482742380407,0.7318316084580649,1.0760736524725702e-07,0.782608695652174,True,Protein Coding,0.8300783956225486
POC1B-GALNT4,3.6753377010024897,4.841372001823093e-27,0.901130323622418,0.7063385055832736,1.7471141325985327e-06,0.7588500831551437,True,Protein Coding,0.8299887533011666
ITGA5,2.761342743726031,7.128598525405393e-48,0.9553757653232859,0.5878289094796871,0.000626683206936673,0.7056307911617961,True,Protein Coding,0.8299828157847605
FUT2,2.7197621106102394,1.2664463087322853e-52,0.9363015541949808,0.5701422641957707,1.9501340561435527e-05,0.7234497505345687,True,Protein Coding,0.8298594686770544
CTSV,2.6931996299535763,6.887033578126252e-38,0.9010966830384176,0.5329276193870278,6.344921291150777e-07,0.7571869802803517,True,Protein Coding,0.8291413055754184
SAMD12,2.222320769696562,6.93489403949618e-50,0.9533068694072528,0.54281476835353,0.00043440543914373327,0.7056307911617961,True,Protein Coding,0.8291085045130486
BIRC3,3.3600863183744876,2.9000757221723598e-55,0.9315918724349056,0.8456024922784522,1.4632001926561847e-05,0.7265383701591828,True,Protein Coding,0.8290529904145921
HKDC1,2.42318587095472,3.957667715857812e-31,0.9143510731346296,0.6881981610833927,3.4486420350923084e-05,0.7436445711570444,True,Protein Coding,0.8289692329784724
EFNA1,2.000090213954114,4.48653157552051e-27,0.9104824059745678,0.5092089760038006,6.065292642710815e-06,0.747208363031599,True,Protein Coding,0.8288403573132709
TRPS1,2.511907192356859,2.7087757005268374e-53,0.9345690641189531,0.6165700974103103,1.7293517212711992e-05,0.7229745782846282,True,Protein Coding,0.8287574888220354
HIST2H2AA4,3.9816022741034782,1.7245030828432908e-13,0.8167765592410685,0.8023158196721338,1.0249155597724208e-09,0.8396293656450463,True,Protein Coding,0.8282029615940765
FIBIN,2.68649665612595,5.896989544913964e-40,0.911945771378591,0.5079776193870282,8.590793052074832e-06,0.7438821572820147,True,Protein Coding,0.8279068518927704
ITGB8,1.9890013422593014,1.5298893711766237e-33,0.9062605126825002,0.6667317628890483,5.777365111702672e-06,0.7493466381563316,True,Protein Coding,0.8277987928959201
KITLG,2.7114295633452192,1.1857559912929198e-52,0.9415494852990648,0.563084046091709,7.124085349360813e-05,0.7139463055357568,True,Protein Coding,0.8276889259508637
ENC1,2.1307197571149836,1.6147177736805064e-33,0.9183374823386935,0.5228257377049177,6.0801658077783885e-05,0.736279401282965,True,Protein Coding,0.8272581400858253
IRAK3,2.337619450985669,6.8523379677890544e-43,0.9182533808786921,0.8241547327156091,2.025083843018459e-05,0.7353290567830838,True,Protein Coding,0.8267744756154999
MFAP5,4.438089722801587,2.2848438656872015e-63,0.9469151584471507,1.0562759562841544,0.00012697565308194712,0.706343549536707,True,Protein Coding,0.826524392189849
LGALS4,4.285054020049789,1.834750068450438e-50,0.9298593823588778,0.9016091328106457,0.00019721986064528678,0.7232121644095985,True,Protein Coding,0.8263727641141929
BTN3A3,2.272376374217856,3.56699983997263e-45,0.9480757585951692,0.5000665502494668,8.277433405277324e-05,0.7032549299120932,True,Protein Coding,0.8255970003546101
DUOX2,7.070785521092647,7.185879160949887e-73,0.9508679270672139,1.0310929603231163,0.0010596982225617403,0.7018294131622713,True,Protein Coding,0.8254729898978058
AIM1,2.303725523111081,2.698326056525756e-44,0.9302126084908835,0.5386851603706342,0.00010729948017644107,0.7208363031598954,True,Protein Coding,0.8254358774804065
MACC1,2.3221117742044,1.3834218948219004e-39,0.9199017694947185,0.8383746471846036,0.0001103459950537292,0.7310525065336184,True,Protein Coding,0.8253860499179801
TFPI,2.7714470160801987,5.0996562745136105e-43,0.9362847339029805,0.5926854003326216,0.00015343817750559794,0.7120456165359943,True,Protein Coding,0.8240387168170381
GLI3,2.5143989033169616,5.346546283874157e-49,0.9275045414788401,0.5324816203373723,4.8969842876873635e-05,0.7198859586600144,True,Protein Coding,0.8236549138424529
ARHGAP11A,1.8284873074076564,1.317520154671996e-35,0.9200699724147211,0.5052684343074367,0.00014165417340895347,0.7251128534093609,True,Protein Coding,0.8224748894053917
TFRC,1.8524954921617445,9.415399232054846e-32,0.9435511000470967,0.561765369446424,0.0004303905194741932,0.7020669992872417,True,Protein Coding,0.8224549204528548
ISM1,2.6124427033573308,5.769988535738512e-36,0.898001749310368,0.5766185531004986,5.0694455742897815e-06,0.7457828462817772,True,Protein Coding,0.8218881312578009
TFF2,7.521178988091233,2.25590057511393e-52,0.9381349660230102,0.9268005844618692,9.730593759159406e-05,0.7046804466619149,True,Protein Coding,0.8213277784954519
DENND3,1.624282944223911,3.1314012724817307e-26,0.9088171970665411,0.5629675694939422,4.646099164147167e-06,0.7336659539082917,True,Protein Coding,0.8212377599176189
ANXA10,2.8120634394133086,1.3620232363482345e-21,0.8147581242010361,1.9363038560228083,1.9576638424680466e-09,0.8272748871465907,True,Protein Coding,0.8210165040665391
PDLIM3,2.6445854100787183,4.3295887746348695e-42,0.9276391038148422,0.6560982489902596,0.00010265599868488686,0.7137087194107864,True,Protein Coding,0.8205896645128231
