gene,cell_type,mean_expression,percent_expressing_fraction,n_cells,is_target_compartment,is_off_target_compartment,source_h5ad,annotation_version
BRIP1,T cells,0.1616879105567932,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
HLA-C,T cells,2.594707727432251,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
CST2,T cells,0.4470582902431488,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,T cells,2.980299949645996,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,T cells,1.5728129148483276,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
FXYD3,T cells,2.5665149688720703,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
KPNA2,T cells,1.881044626235962,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,T cells,0.15259885787963867,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
IL1A,T cells,0.1402631551027298,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
GBP3,T cells,2.011712074279785,0.41935483870967744,31,0,1,GSE154778,v4_unbiased_metadata
GAPDH,T cells,3.692756414413452,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
SMC6,T cells,0.903868556022644,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
CALD1,T cells,0.9380905032157898,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
DGKA,T cells,0.6052584052085876,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
KLK7,T cells,1.0603381395339966,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
PRDM1,T cells,1.3034555912017822,0.25806451612903225,31,0,1,GSE154778,v4_unbiased_metadata
GPR87,T cells,0.5716699957847595,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
KCNN4,T cells,2.9540629386901855,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
MXD1,T cells,2.3840365409851074,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
CLEC7A,T cells,1.0039420127868652,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
S100A6,T cells,4.047499656677246,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
SULT1B1,T cells,0.4735885560512543,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
EPS8,T cells,2.9244577884674072,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
ANKRD50,T cells,0.45815786719322205,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
FLNA,T cells,2.2327330112457275,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
GALNT5,T cells,1.3514961004257202,0.2903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
COL3A1,T cells,2.2049317359924316,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
SCIN,T cells,0.6023032665252686,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
HIST1H2BD,T cells,1.6868746280670166,0.3548387096774194,31,0,1,GSE154778,v4_unbiased_metadata
WFDC2,T cells,2.841338634490967,0.5806451612903226,31,0,1,GSE154778,v4_unbiased_metadata
TEP1,T cells,0.2962198853492737,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
MARCO,T cells,0.6577886939048767,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
KCND2,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
UBE2C,T cells,1.112151026725769,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
ARL6IP1,T cells,2.97080397605896,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
C15orf48,T cells,3.033137083053589,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
MISP,Tregs,2.1021013259887695,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,Tregs,3.3158154487609863,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MMP12,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CCNB1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
AGR2,Tregs,1.6316709518432617,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
PLAC8,Tregs,2.6658220291137695,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
LAMA3,Tregs,2.1034371852874756,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,Tregs,0.5637206435203552,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
MMP9,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CST1,Tregs,1.1422178745269775,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
GRN,Tregs,3.246511697769165,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
RCN1,Tregs,3.2022314071655273,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CTTN,Tregs,2.1342813968658447,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
SDC1,Tregs,3.200464963912964,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
TPX2,Tregs,0.5767303705215454,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
TOP2A,Tregs,1.1534607410430908,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
PTPRR,Tregs,0.5161425471305847,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ETV1,Tregs,0.5346430540084839,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
DOCK5,Tregs,2.1034371852874756,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
EDIL3,Tregs,0.5219677090644836,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,Tregs,1.58595871925354,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
DSG2,Tregs,1.5727534294128418,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CAPN9,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ANKLE2,Tregs,2.1034371852874756,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CDH3,Tregs,1.0381102561950684,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
COL17A1,Tregs,1.5872944593429565,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
DPCR1,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
COLGALT1,Tregs,0.5346430540084839,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
LMNB1,Tregs,1.1074140071868896,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
UACA,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
SPARC,Tregs,2.167318344116211,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
NT5C2,Tregs,3.7789621353149414,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
TXN,Tregs,2.7851316928863525,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
PLS1,Tregs,2.1021013259887695,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
RNF145,Tregs,3.213474750518799,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
LOXL1,Tregs,1.6308140754699707,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SLC16A1,Tregs,2.2084012031555176,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CLDN12,Tregs,2.1351382732391357,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
PKM,Tregs,3.427292823791504,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
PYGB,Tregs,1.5899180173873901,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
IDO1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PSMB8,Tregs,3.8206186294555664,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
TMEM173,Tregs,2.1666483879089355,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
MMP13,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PXDN,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CALM2,Tregs,3.427292823791504,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
SLC44A4,Tregs,2.636744260787964,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
LGR5,Tregs,1.0468262434005737,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
TIMP1,Tregs,2.85056209564209,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
KIF4A,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
NEK2,Tregs,0.5767303705215454,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
FBXL2,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
TFF1,Tregs,1.5687940120697021,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
HCP5,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
RNF149,Tregs,3.8514623641967773,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,Tregs,1.0468262434005737,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,Tregs,1.5814692974090576,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
MMP1,Tregs,1.5714175701141357,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,Tregs,2.1494836807250977,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
IL18,Tregs,3.200464963912964,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
GPX2,Tregs,3.200464963912964,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CLDN4,Tregs,2.2084012031555176,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
FAR2,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
MXRA5,Tregs,1.0468262434005737,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,Tregs,1.5714175701141357,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
UBA6,Tregs,1.629381775856018,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
ADAM22,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
NCEH1,Tregs,1.0639909505844116,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
IFI44,Tregs,2.7149713039398193,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
GBP2,Tregs,3.790205240249634,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
NMU,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IFI44L,Tregs,2.7248783111572266,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
GPSM2,Tregs,0.5161425471305847,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PDGFC,Tregs,2.1342813968658447,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
TYMS,Tregs,2.200286865234375,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
MVP,Tregs,3.213474750518799,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,Tregs,3.320657968521118,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,Tregs,2.1494836807250977,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
MMP11,Tregs,1.6181387901306152,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,Tregs,1.6220982074737549,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CRIP1,Tregs,4.342682361602783,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
PTK7,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
FXYD5,Tregs,4.474119186401367,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
MUC4,Tregs,0.5219677090644836,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
TIMP2,Tregs,3.200464963912964,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
RHPN2,Tregs,1.5687940120697021,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CNN2,Tregs,3.8206186294555664,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
MUC16,Tregs,0.5219677090644836,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ESM1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,Tregs,0.5161425471305847,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
NMI,Tregs,2.667588472366333,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,Tregs,2.6658220291137695,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
MFAP2,Tregs,0.5654874444007874,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
RASA2,Tregs,2.6658220291137695,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
NQO1,Tregs,2.69150710105896,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
LGALS1,Tregs,4.474119186401367,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,Tregs,0.5767303705215454,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
CDH2,Tregs,0.5219677090644836,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
UBE2T,Tregs,1.684144377708435,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
IL1R2,Tregs,1.1074140071868896,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,Tregs,1.6294783353805542,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
PIAS3,Tregs,2.1818594932556152,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,Tregs,4.342682361602783,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,Tregs,2.1021013259887695,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
POSTN,Tregs,1.087455153465271,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
SLFN13,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IFI27,Tregs,2.85056209564209,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,Tregs,3.864137887954712,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
LAMB3,Tregs,2.709244966506958,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SPDL1,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
GREB1L,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PARP14,Tregs,3.278691530227661,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
APBB2,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IL2RA,Tregs,2.2029104232788086,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
RBMS1,Tregs,3.2022314071655273,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CDC6,Tregs,1.1074140071868896,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
MMP3,Tregs,1.5714175701141357,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
LINC01559,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
SRPX2,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,Tregs,1.5714175701141357,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
VSNL1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IFITM10,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
STIL,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CTSK,Tregs,0.5654874444007874,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
OXR1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CEP55,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,Tregs,1.0507855415344238,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,Tregs,3.2552273273468018,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,Tregs,1.0507855415344238,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
CLIP4,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
COL1A1,Tregs,1.6583603620529175,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
NEK7,Tregs,2.722254753112793,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
ELK3,Tregs,3.2918970584869385,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MAML2,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
CHST11,Tregs,2.235090732574463,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CEP170,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
MYO1D,Tregs,1.0679503679275513,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
RAB23,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CORO1C,Tregs,1.5687940120697021,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SPRY4,Tregs,1.0381102561950684,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
WNT2,Tregs,0.5654874444007874,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
COMP,Tregs,0.5219677090644836,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
KIF13B,Tregs,1.5727534294128418,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CCL18,Tregs,1.6035977602005005,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
KDELC1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
HLA-F,Tregs,3.8232421875,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
COL4A2,Tregs,0.5654874444007874,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
NRG3,Tregs,0.5161425471305847,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
CD82,Tregs,4.353925704956055,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,Tregs,1.0653266906738281,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
LEMD1,Tregs,2.1206016540527344,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
KRT7,Tregs,2.69150710105896,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
RAB25,Tregs,2.636744260787964,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
NUF2,Tregs,1.1534607410430908,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
ASPN,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
ERN2,Tregs,2.106060743331909,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,Tregs,1.0381102561950684,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,Tregs,3.3379437923431396,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
IGFL2,Tregs,0.5161425471305847,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
KNTC1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
BRIP1,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
HLA-C,Tregs,3.427292823791504,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CST2,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,Tregs,1.6189956665039062,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,Tregs,1.5899180173873901,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
FXYD3,Tregs,1.6316709518432617,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
KPNA2,Tregs,2.7149713039398193,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IL1A,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
GBP3,Tregs,1.6420570611953735,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
GAPDH,Tregs,3.427292823791504,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
SMC6,Tregs,1.6420570611953735,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CALD1,Tregs,3.2918970584869385,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
DGKA,Tregs,0.5637206435203552,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
KLK7,Tregs,1.0653266906738281,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
PRDM1,Tregs,2.7263107299804688,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
GPR87,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
KCNN4,Tregs,3.213474750518799,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MXD1,Tregs,1.6316709518432617,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CLEC7A,Tregs,0.5637206435203552,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
S100A6,Tregs,3.427292823791504,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
SULT1B1,Tregs,1.0507855415344238,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
EPS8,Tregs,2.1034371852874756,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
ANKRD50,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
FLNA,Tregs,2.2029104232788086,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
GALNT5,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
COL3A1,Tregs,2.184483051300049,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
SCIN,Tregs,1.0507855415344238,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
HIST1H2BD,Tregs,1.0986981391906738,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
WFDC2,Tregs,2.636744260787964,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
TEP1,Tregs,1.6235566139221191,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
MARCO,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
KCND2,Tregs,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
UBE2C,Tregs,0.530683696269989,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ARL6IP1,Tregs,3.8319578170776367,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
C15orf48,Tregs,3.2425522804260254,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MISP,endothelial,0.8680881261825562,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,endothelial,2.627812385559082,0.5111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
MMP12,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
CCNB1,endothelial,0.8458789587020874,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
AGR2,endothelial,1.016371726989746,0.2,45,0,1,GSE154778,v4_unbiased_metadata
PLAC8,endothelial,1.5294089317321777,0.3111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
LAMA3,endothelial,0.9577140212059021,0.2,45,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,endothelial,0.42746731638908386,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
MMP9,endothelial,0.21836844086647034,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
CST1,endothelial,0.7622596025466919,0.15555555555555556,45,0,1,GSE154778,v4_unbiased_metadata
GRN,endothelial,4.340863227844238,0.8666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
RCN1,endothelial,3.876140594482422,0.7777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
CTTN,endothelial,4.21189022064209,0.8444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
SDC1,endothelial,1.4189823865890503,0.28888888888888886,45,0,1,GSE154778,v4_unbiased_metadata
TPX2,endothelial,0.5241917371749878,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
TOP2A,endothelial,0.6359654068946838,0.13333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
PTPRR,endothelial,0.42510804533958435,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
ETV1,endothelial,0.8696917295455933,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
DOCK5,endothelial,0.5340976715087891,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
EDIL3,endothelial,2.1353604793548584,0.4222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,endothelial,1.7629472017288208,0.35555555555555557,45,0,1,GSE154778,v4_unbiased_metadata
DSG2,endothelial,0.8633031249046326,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
