gene,cell_type,mean_expression,percent_expressing_fraction,n_cells,is_target_compartment,is_off_target_compartment,source_h5ad,annotation_version
MVP,endothelial,3.4218499660491943,0.6888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,endothelial,2.56577205657959,0.5111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,endothelial,2.319188356399536,0.4666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
MMP11,endothelial,1.7603522539138794,0.35555555555555557,45,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,endothelial,1.2069610357284546,0.24444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
CRIP1,endothelial,2.3077571392059326,0.4666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
PTK7,endothelial,1.9402462244033813,0.4,45,0,1,GSE154778,v4_unbiased_metadata
FXYD5,endothelial,3.9471733570098877,0.7777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
MUC4,endothelial,0.32109230756759644,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
TIMP2,endothelial,3.9660019874572754,0.8,45,0,1,GSE154778,v4_unbiased_metadata
RHPN2,endothelial,0.43130773305892944,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
CNN2,endothelial,2.0674192905426025,0.4222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
MUC16,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
ESM1,endothelial,2.34326171875,0.4666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,endothelial,0.3981325030326843,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
NMI,endothelial,1.6452274322509766,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,endothelial,1.4150391817092896,0.28888888888888886,45,0,1,GSE154778,v4_unbiased_metadata
MFAP2,endothelial,1.6707653999328613,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
RASA2,endothelial,1.3167109489440918,0.26666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
NQO1,endothelial,2.4244842529296875,0.4888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
LGALS1,endothelial,3.9651906490325928,0.7777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,endothelial,0.5509868264198303,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
CDH2,endothelial,0.2217937707901001,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
UBE2T,endothelial,0.6342899799346924,0.13333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
IL1R2,endothelial,0.21422913670539856,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,endothelial,4.5642900466918945,0.9111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
PIAS3,endothelial,1.3203999996185303,0.26666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,endothelial,3.8614091873168945,0.7777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,endothelial,1.1756495237350464,0.24444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
POSTN,endothelial,0.65622878074646,0.13333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
SLFN13,endothelial,0.5306122899055481,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
IFI27,endothelial,3.4864895343780518,0.6666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,endothelial,3.659005641937256,0.7333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
LAMB3,endothelial,2.2720608711242676,0.4666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
SPDL1,endothelial,0.42677128314971924,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
GREB1L,endothelial,0.10562432557344437,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
PARP14,endothelial,2.765324831008911,0.5555555555555556,45,0,1,GSE154778,v4_unbiased_metadata
APBB2,endothelial,2.1158039569854736,0.4222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
IL2RA,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
RBMS1,endothelial,4.310469150543213,0.8666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
CDC6,endothelial,0.21767836809158325,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
MMP3,endothelial,0.3156115412712097,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
LINC01559,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
SRPX2,endothelial,0.5457763671875,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,endothelial,0.8988043665885925,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
VSNL1,endothelial,0.10692861676216125,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
IFITM10,endothelial,0.7793259620666504,0.15555555555555556,45,0,1,GSE154778,v4_unbiased_metadata
STIL,endothelial,0.20710931718349457,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
CTSK,endothelial,0.873913049697876,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
OXR1,endothelial,1.6402482986450195,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
CEP55,endothelial,0.41875746846199036,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,endothelial,0.5340121388435364,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,endothelial,1.6970782279968262,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,endothelial,1.2124831676483154,0.24444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
CLIP4,endothelial,0.4404881000518799,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
COL1A1,endothelial,3.0921216011047363,0.6222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
NEK7,endothelial,1.7652997970581055,0.35555555555555557,45,0,1,GSE154778,v4_unbiased_metadata
ELK3,endothelial,2.878310441970825,0.5777777777777777,45,0,1,GSE154778,v4_unbiased_metadata
MAML2,endothelial,1.51644766330719,0.3111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
CHST11,endothelial,1.4334890842437744,0.28888888888888886,45,0,1,GSE154778,v4_unbiased_metadata
CEP170,endothelial,1.1057196855545044,0.2222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
MYO1D,endothelial,0.8730552792549133,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
RAB23,endothelial,0.8757236003875732,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
CORO1C,endothelial,2.5408263206481934,0.5111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
SPRY4,endothelial,3.6793017387390137,0.7333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
WNT2,endothelial,0.0,0.0,45,0,1,GSE154778,v4_unbiased_metadata
COMP,endothelial,0.10562432557344437,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
KIF13B,endothelial,0.7856852412223816,0.15555555555555556,45,0,1,GSE154778,v4_unbiased_metadata
CCL18,endothelial,0.2217937707901001,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
KDELC1,endothelial,0.3353401720523834,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
HLA-F,endothelial,3.450821876525879,0.6888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
COL4A2,endothelial,3.5696563720703125,0.7111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
NRG3,endothelial,0.10747292637825012,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
CD82,endothelial,1.2069333791732788,0.24444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,endothelial,1.6708704233169556,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
LEMD1,endothelial,0.42448288202285767,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
KRT7,endothelial,2.197463035583496,0.4444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
RAB25,endothelial,0.8393576741218567,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
NUF2,endothelial,0.4271354377269745,0.08888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,endothelial,0.2213481068611145,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
ASPN,endothelial,1.6506773233413696,0.3333333333333333,45,0,1,GSE154778,v4_unbiased_metadata
ERN2,endothelial,0.5340121388435364,0.1111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,endothelial,2.0109214782714844,0.4,45,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,endothelial,1.1048943996429443,0.2222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
IGFL2,endothelial,0.33817940950393677,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
KNTC1,endothelial,0.2316063791513443,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
BRIP1,endothelial,0.3127336800098419,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
HLA-C,endothelial,3.984567880630493,0.7777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
CST2,endothelial,0.21726955473423004,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,endothelial,2.3246872425079346,0.4666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,endothelial,0.8662038445472717,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
FXYD3,endothelial,1.012832522392273,0.2,45,0,1,GSE154778,v4_unbiased_metadata
KPNA2,endothelial,2.213505268096924,0.4444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,endothelial,0.10979662835597992,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
IL1A,endothelial,0.10562432557344437,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
GBP3,endothelial,2.101137399673462,0.4222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
GAPDH,endothelial,3.602933168411255,0.6888888888888889,45,0,1,GSE154778,v4_unbiased_metadata
SMC6,endothelial,1.7543675899505615,0.35555555555555557,45,0,1,GSE154778,v4_unbiased_metadata
CALD1,endothelial,4.474674224853516,0.8888888888888888,45,0,1,GSE154778,v4_unbiased_metadata
DGKA,endothelial,0.3250194191932678,0.06666666666666667,45,0,1,GSE154778,v4_unbiased_metadata
KLK7,endothelial,0.08340928703546524,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
PRDM1,endothelial,2.1122260093688965,0.4222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
GPR87,endothelial,0.20710931718349457,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
KCNN4,endothelial,1.178109884262085,0.24444444444444444,45,0,1,GSE154778,v4_unbiased_metadata
MXD1,endothelial,1.0027563571929932,0.2,45,0,1,GSE154778,v4_unbiased_metadata
CLEC7A,endothelial,0.22587576508522034,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
S100A6,endothelial,3.97332763671875,0.7555555555555555,45,0,1,GSE154778,v4_unbiased_metadata
SULT1B1,endothelial,0.1014850065112114,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
EPS8,endothelial,3.084447145462036,0.6222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
ANKRD50,endothelial,1.3355398178100586,0.26666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
FLNA,endothelial,4.545765399932861,0.9111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
GALNT5,endothelial,0.8662371039390564,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
COL3A1,endothelial,2.5384693145751953,0.5111111111111111,45,0,1,GSE154778,v4_unbiased_metadata
SCIN,endothelial,1.3450233936309814,0.26666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
HIST1H2BD,endothelial,1.0935794115066528,0.2222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
WFDC2,endothelial,1.045983076095581,0.2222222222222222,45,0,1,GSE154778,v4_unbiased_metadata
TEP1,endothelial,0.8896036744117737,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
MARCO,endothelial,0.21672524511814117,0.044444444444444446,45,0,1,GSE154778,v4_unbiased_metadata
KCND2,endothelial,0.10949232429265976,0.022222222222222223,45,0,1,GSE154778,v4_unbiased_metadata
UBE2C,endothelial,0.8546444177627563,0.17777777777777778,45,0,1,GSE154778,v4_unbiased_metadata
ARL6IP1,endothelial,3.2831029891967773,0.6444444444444445,45,0,1,GSE154778,v4_unbiased_metadata
C15orf48,endothelial,1.3188486099243164,0.26666666666666666,45,0,1,GSE154778,v4_unbiased_metadata
MISP,macrophages / monocytes,0.8488845825195312,0.1770573566084788,401,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,macrophages / monocytes,1.8035109043121338,0.35910224438902744,401,0,1,GSE154778,v4_unbiased_metadata
MMP12,macrophages / monocytes,0.0,0.0,401,0,1,GSE154778,v4_unbiased_metadata
CCNB1,macrophages / monocytes,0.7658699154853821,0.1571072319201995,401,0,1,GSE154778,v4_unbiased_metadata
AGR2,macrophages / monocytes,1.319804072380066,0.26184538653366585,401,0,1,GSE154778,v4_unbiased_metadata
PLAC8,macrophages / monocytes,2.091855525970459,0.42144638403990026,401,0,1,GSE154778,v4_unbiased_metadata
LAMA3,macrophages / monocytes,0.7690101861953735,0.1596009975062344,401,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,macrophages / monocytes,0.46704229712486267,0.09725685785536159,401,0,1,GSE154778,v4_unbiased_metadata
MMP9,macrophages / monocytes,1.3224200010299683,0.26184538653366585,401,0,1,GSE154778,v4_unbiased_metadata
CST1,macrophages / monocytes,0.7666163444519043,0.1546134663341646,401,0,1,GSE154778,v4_unbiased_metadata
GRN,macrophages / monocytes,4.661935329437256,0.9201995012468828,401,0,1,GSE154778,v4_unbiased_metadata
RCN1,macrophages / monocytes,2.4303245544433594,0.4937655860349127,401,0,1,GSE154778,v4_unbiased_metadata
CTTN,macrophages / monocytes,1.6228803396224976,0.3341645885286783,401,0,1,GSE154778,v4_unbiased_metadata
SDC1,macrophages / monocytes,1.3618476390838623,0.2793017456359102,401,0,1,GSE154778,v4_unbiased_metadata
TPX2,macrophages / monocytes,0.6512656807899475,0.13216957605985039,401,0,1,GSE154778,v4_unbiased_metadata
TOP2A,macrophages / monocytes,0.6769658327102661,0.13466334164588528,401,0,1,GSE154778,v4_unbiased_metadata
PTPRR,macrophages / monocytes,0.25358662009239197,0.05236907730673317,401,0,1,GSE154778,v4_unbiased_metadata
ETV1,macrophages / monocytes,0.5803675055503845,0.11970074812967581,401,0,1,GSE154778,v4_unbiased_metadata
DOCK5,macrophages / monocytes,1.392250418663025,0.2817955112219451,401,0,1,GSE154778,v4_unbiased_metadata
EDIL3,macrophages / monocytes,0.2994426190853119,0.06234413965087282,401,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,macrophages / monocytes,2.631837844848633,0.5311720698254364,401,0,1,GSE154778,v4_unbiased_metadata
DSG2,macrophages / monocytes,1.5453046560287476,0.3192019950124688,401,0,1,GSE154778,v4_unbiased_metadata
CAPN9,macrophages / monocytes,0.2646050453186035,0.05486284289276808,401,0,1,GSE154778,v4_unbiased_metadata
ANKLE2,macrophages / monocytes,2.111107110977173,0.428927680798005,401,0,1,GSE154778,v4_unbiased_metadata
CDH3,macrophages / monocytes,0.40310072898864746,0.08478802992518704,401,0,1,GSE154778,v4_unbiased_metadata
COL17A1,macrophages / monocytes,0.7824885249137878,0.1596009975062344,401,0,1,GSE154778,v4_unbiased_metadata
DPCR1,macrophages / monocytes,0.4948264956474304,0.10224438902743142,401,0,1,GSE154778,v4_unbiased_metadata
COLGALT1,macrophages / monocytes,3.0171258449554443,0.6034912718204489,401,0,1,GSE154778,v4_unbiased_metadata
LMNB1,macrophages / monocytes,0.8054004907608032,0.16209476309226933,401,0,1,GSE154778,v4_unbiased_metadata
UACA,macrophages / monocytes,1.0381633043289185,0.2144638403990025,401,0,1,GSE154778,v4_unbiased_metadata
SPARC,macrophages / monocytes,2.82888126373291,0.5660847880299252,401,0,1,GSE154778,v4_unbiased_metadata
NT5C2,macrophages / monocytes,2.0581307411193848,0.4164588528678304,401,0,1,GSE154778,v4_unbiased_metadata
TXN,macrophages / monocytes,3.740720748901367,0.71571072319202,401,0,1,GSE154778,v4_unbiased_metadata
PLS1,macrophages / monocytes,0.6905192136764526,0.14463840399002495,401,0,1,GSE154778,v4_unbiased_metadata
RNF145,macrophages / monocytes,2.716035842895508,0.5461346633416458,401,0,1,GSE154778,v4_unbiased_metadata
LOXL1,macrophages / monocytes,0.6390355229377747,0.13216957605985039,401,0,1,GSE154778,v4_unbiased_metadata
SLC16A1,macrophages / monocytes,1.2861979007720947,0.26184538653366585,401,0,1,GSE154778,v4_unbiased_metadata
CLDN12,macrophages / monocytes,0.7492311000823975,0.1546134663341646,401,0,1,GSE154778,v4_unbiased_metadata
PKM,macrophages / monocytes,3.887608766555786,0.7531172069825436,401,0,1,GSE154778,v4_unbiased_metadata
PYGB,macrophages / monocytes,1.8826686143875122,0.38154613466334164,401,0,1,GSE154778,v4_unbiased_metadata
IDO1,macrophages / monocytes,0.1497335135936737,0.029925187032418952,401,0,1,GSE154778,v4_unbiased_metadata
PSMB8,macrophages / monocytes,3.923522472381592,0.7830423940149626,401,0,1,GSE154778,v4_unbiased_metadata
TMEM173,macrophages / monocytes,2.4286932945251465,0.4912718204488778,401,0,1,GSE154778,v4_unbiased_metadata
MMP13,macrophages / monocytes,0.061446528881788254,0.012468827930174564,401,0,1,GSE154778,v4_unbiased_metadata
PXDN,macrophages / monocytes,0.14827100932598114,0.029925187032418952,401,0,1,GSE154778,v4_unbiased_metadata
CALM2,macrophages / monocytes,3.8868045806884766,0.7456359102244389,401,0,1,GSE154778,v4_unbiased_metadata
SLC44A4,macrophages / monocytes,1.0483551025390625,0.2169576059850374,401,0,1,GSE154778,v4_unbiased_metadata
LGR5,macrophages / monocytes,0.04781259596347809,0.00997506234413965,401,0,1,GSE154778,v4_unbiased_metadata
TIMP1,macrophages / monocytes,3.6116902828216553,0.6957605985037406,401,0,1,GSE154778,v4_unbiased_metadata
KIF4A,macrophages / monocytes,0.3562672734260559,0.07481296758104738,401,0,1,GSE154778,v4_unbiased_metadata
NEK2,macrophages / monocytes,0.24902191758155823,0.05236907730673317,401,0,1,GSE154778,v4_unbiased_metadata
FBXL2,macrophages / monocytes,0.370331734418869,0.0773067331670823,401,0,1,GSE154778,v4_unbiased_metadata
TFF1,macrophages / monocytes,1.5336216688156128,0.3092269326683292,401,0,1,GSE154778,v4_unbiased_metadata
HCP5,macrophages / monocytes,0.0,0.0,401,0,1,GSE154778,v4_unbiased_metadata
RNF149,macrophages / monocytes,4.01631498336792,0.800498753117207,401,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,macrophages / monocytes,0.808194637298584,0.16708229426433915,401,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,macrophages / monocytes,1.9997795820236206,0.40399002493765584,401,0,1,GSE154778,v4_unbiased_metadata
MMP1,macrophages / monocytes,0.7262949347496033,0.14962593516209477,401,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,macrophages / monocytes,0.8193353414535522,0.16708229426433915,401,0,1,GSE154778,v4_unbiased_metadata
IL18,macrophages / monocytes,3.2066104412078857,0.6408977556109726,401,0,1,GSE154778,v4_unbiased_metadata
GPX2,macrophages / monocytes,1.1337144374847412,0.22942643391521197,401,0,1,GSE154778,v4_unbiased_metadata
CLDN4,macrophages / monocytes,1.5949807167053223,0.3167082294264339,401,0,1,GSE154778,v4_unbiased_metadata
FAR2,macrophages / monocytes,0.41127610206604004,0.08229426433915212,401,0,1,GSE154778,v4_unbiased_metadata
MXRA5,macrophages / monocytes,1.0441118478775024,0.2144638403990025,401,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,macrophages / monocytes,1.3742291927337646,0.28428927680798005,401,0,1,GSE154778,v4_unbiased_metadata
UBA6,macrophages / monocytes,1.9803305864334106,0.4014962593516209,401,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,macrophages / monocytes,0.6407289505004883,0.12718204488778054,401,0,1,GSE154778,v4_unbiased_metadata
ADAM22,macrophages / monocytes,0.07414886355400085,0.014962593516209476,401,0,1,GSE154778,v4_unbiased_metadata
NCEH1,macrophages / monocytes,2.5716583728790283,0.516209476309227,401,0,1,GSE154778,v4_unbiased_metadata
IFI44,macrophages / monocytes,3.098666191101074,0.6184538653366584,401,0,1,GSE154778,v4_unbiased_metadata
GBP2,macrophages / monocytes,2.797081708908081,0.5635910224438903,401,0,1,GSE154778,v4_unbiased_metadata
NMU,macrophages / monocytes,0.2348661720752716,0.04987531172069826,401,0,1,GSE154778,v4_unbiased_metadata
IFI44L,macrophages / monocytes,3.3516695499420166,0.6658354114713217,401,0,1,GSE154778,v4_unbiased_metadata
GPSM2,macrophages / monocytes,0.7136233448982239,0.14713216957605985,401,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,macrophages / monocytes,0.0,0.0,401,0,1,GSE154778,v4_unbiased_metadata
PDGFC,macrophages / monocytes,1.3755091428756714,0.27680798004987534,401,0,1,GSE154778,v4_unbiased_metadata
TYMS,macrophages / monocytes,0.8612445592880249,0.1745635910224439,401,0,1,GSE154778,v4_unbiased_metadata
MVP,macrophages / monocytes,3.1089112758636475,0.6234413965087282,401,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,macrophages / monocytes,3.8839681148529053,0.7655860349127181,401,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,macrophages / monocytes,2.097377061843872,0.4239401496259352,401,0,1,GSE154778,v4_unbiased_metadata
MMP11,macrophages / monocytes,1.3509920835494995,0.2718204488778055,401,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,macrophages / monocytes,1.485326886177063,0.30174563591022446,401,0,1,GSE154778,v4_unbiased_metadata
CRIP1,macrophages / monocytes,2.7562198638916016,0.5511221945137157,401,0,1,GSE154778,v4_unbiased_metadata
PTK7,macrophages / monocytes,0.4498001039028168,0.09226932668329177,401,0,1,GSE154778,v4_unbiased_metadata
FXYD5,macrophages / monocytes,4.269376754760742,0.8379052369077307,401,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,macrophages / monocytes,0.0,0.0,401,0,1,GSE154778,v4_unbiased_metadata
MUC4,macrophages / monocytes,0.5025671720504761,0.10473815461346633,401,0,1,GSE154778,v4_unbiased_metadata
TIMP2,macrophages / monocytes,4.220047950744629,0.8379052369077307,401,0,1,GSE154778,v4_unbiased_metadata
RHPN2,macrophages / monocytes,0.9633069634437561,0.19950124688279303,401,0,1,GSE154778,v4_unbiased_metadata
CNN2,macrophages / monocytes,2.6919920444488525,0.5411471321695761,401,0,1,GSE154778,v4_unbiased_metadata
MUC16,macrophages / monocytes,0.39293432235717773,0.08229426433915212,401,0,1,GSE154778,v4_unbiased_metadata
ESM1,macrophages / monocytes,0.03720986470580101,0.007481296758104738,401,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,macrophages / monocytes,0.5735079646110535,0.11970074812967581,401,0,1,GSE154778,v4_unbiased_metadata
NMI,macrophages / monocytes,2.9873907566070557,0.5985037406483791,401,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,macrophages / monocytes,1.6101607084274292,0.32917705735660846,401,0,1,GSE154778,v4_unbiased_metadata
MFAP2,macrophages / monocytes,0.4765073359012604,0.09725685785536159,401,0,1,GSE154778,v4_unbiased_metadata
RASA2,macrophages / monocytes,1.2363909482955933,0.2518703241895262,401,0,1,GSE154778,v4_unbiased_metadata
NQO1,macrophages / monocytes,1.445812702178955,0.2942643391521197,401,0,1,GSE154778,v4_unbiased_metadata
LGALS1,macrophages / monocytes,4.457546710968018,0.8728179551122195,401,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,macrophages / monocytes,0.31949180364608765,0.06483790523690773,401,0,1,GSE154778,v4_unbiased_metadata
CDH2,macrophages / monocytes,0.11914154142141342,0.02493765586034913,401,0,1,GSE154778,v4_unbiased_metadata
UBE2T,macrophages / monocytes,0.8903183937072754,0.18204488778054864,401,0,1,GSE154778,v4_unbiased_metadata
IL1R2,macrophages / monocytes,0.30110350251197815,0.06234413965087282,401,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,macrophages / monocytes,2.2236318588256836,0.4488778054862843,401,0,1,GSE154778,v4_unbiased_metadata
PIAS3,macrophages / monocytes,0.8473966121673584,0.1745635910224439,401,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,macrophages / monocytes,3.7319233417510986,0.7456359102244389,401,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,macrophages / monocytes,0.9708488583564758,0.20199501246882792,401,0,1,GSE154778,v4_unbiased_metadata
POSTN,macrophages / monocytes,0.4977632462978363,0.09975062344139651,401,0,1,GSE154778,v4_unbiased_metadata
SLFN13,macrophages / monocytes,0.4073476493358612,0.08478802992518704,401,0,1,GSE154778,v4_unbiased_metadata
IFI27,macrophages / monocytes,3.3220009803771973,0.6334164588528678,401,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,macrophages / monocytes,3.7885870933532715,0.7481296758104738,401,0,1,GSE154778,v4_unbiased_metadata
LAMB3,macrophages / monocytes,1.8330775499343872,0.3740648379052369,401,0,1,GSE154778,v4_unbiased_metadata
SPDL1,macrophages / monocytes,0.5613095760345459,0.11471321695760599,401,0,1,GSE154778,v4_unbiased_metadata
GREB1L,macrophages / monocytes,0.08156970888376236,0.017456359102244388,401,0,1,GSE154778,v4_unbiased_metadata
PARP14,macrophages / monocytes,3.200671911239624,0.6408977556109726,401,0,1,GSE154778,v4_unbiased_metadata
APBB2,macrophages / monocytes,0.4098338782787323,0.08478802992518704,401,0,1,GSE154778,v4_unbiased_metadata
IL2RA,macrophages / monocytes,0.3396506607532501,0.06733167082294264,401,0,1,GSE154778,v4_unbiased_metadata
RBMS1,macrophages / monocytes,3.2156004905700684,0.6433915211970075,401,0,1,GSE154778,v4_unbiased_metadata
CDC6,macrophages / monocytes,0.2503024637699127,0.05236907730673317,401,0,1,GSE154778,v4_unbiased_metadata
MMP3,macrophages / monocytes,0.17998512089252472,0.03740648379052369,401,0,1,GSE154778,v4_unbiased_metadata
LINC01559,macrophages / monocytes,0.0,0.0,401,0,1,GSE154778,v4_unbiased_metadata
SRPX2,macrophages / monocytes,0.27786436676979065,0.057356608478802994,401,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,macrophages / monocytes,0.6966384053230286,0.14463840399002495,401,0,1,GSE154778,v4_unbiased_metadata
VSNL1,macrophages / monocytes,0.21492215991020203,0.04488778054862843,401,0,1,GSE154778,v4_unbiased_metadata
IFITM10,macrophages / monocytes,0.8971607089042664,0.17955112219451372,401,0,1,GSE154778,v4_unbiased_metadata
STIL,macrophages / monocytes,0.21831035614013672,0.04488778054862843,401,0,1,GSE154778,v4_unbiased_metadata
CTSK,macrophages / monocytes,0.9686784744262695,0.19451371571072318,401,0,1,GSE154778,v4_unbiased_metadata
OXR1,macrophages / monocytes,1.7499960660934448,0.3541147132169576,401,0,1,GSE154778,v4_unbiased_metadata
CEP55,macrophages / monocytes,0.4343264400959015,0.08728179551122195,401,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,macrophages / monocytes,0.3936102092266083,0.08229426433915212,401,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,macrophages / monocytes,1.463544487953186,0.29177057356608477,401,0,1,GSE154778,v4_unbiased_metadata
