gene_A,gene_B,gene_A_auc,gene_B_auc,gene_A_log2fc,gene_B_log2fc,correlation,abs_correlation,tumor_AND_activation,normal_AND_activation,AND_sensitivity,AND_specificity,pair_score
PSMB3,MAN2B1,0.9950548341519208,0.9949202718159188,2.7755753481800447,2.349282665007065,0.8624631641270565,0.8624631641270565,0.9325842696629213,0.0,0.9325842696629213,1.0,0.12762176967349212
MRPL14,TPX2,0.9965350198479448,0.9954080602839264,2.674413590795937,6.654686059341989,0.8617854031175801,0.8617854031175801,0.9269662921348315,0.0,0.9269662921348315,1.0,0.12760414500693862
MGST2,CD63,0.9968377851039494,0.9978470026239656,2.420642397228016,2.327627726569334,0.8644877353839117,0.8644877353839117,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.12755021710788078
NDUFA1,BOLA2B,0.995879028459934,0.9969050662719504,2.1289500067281164,2.9417004743322352,0.8644612091607312,0.8644612091607312,0.9438202247191011,0.0,0.9438202247191011,1.0,0.12746270738600937
GAPDH,CTSB,0.9971741909439548,0.9947520688959162,3.5851202650878014,3.5799245004373272,0.8619431848434561,0.8619431848434561,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.12746202514466606
MRPL17,TPX2,0.9952398573639238,0.9954080602839264,2.2809577406983785,6.654686059341989,0.8627307750771778,0.8627307750771778,0.9325842696629213,0.0,0.9325842696629213,1.0,0.12741651590016453
GBA,TCEB2,0.9949202718159188,0.9960304110879364,2.296132345421516,2.6273445132207485,0.8643797358046872,0.8643797358046872,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.12741290333611122
NPC2,NAGA,0.9945838659759134,0.9948361703559174,2.7663828399381023,2.921225973894907,0.8634695383483323,0.8634695383483323,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.12741100663720728
PTTG1,CCDC51,0.9954417008679272,0.994634326851914,5.344155052815717,2.608153639911189,0.865140576533853,0.865140576533853,0.949438202247191,0.0,0.949438202247191,1.0,0.12740535244973178
MGST2,BOLA2B,0.9968377851039494,0.9969050662719504,2.420642397228016,2.9417004743322352,0.8629884315470093,0.8629884315470093,0.9325842696629213,0.0,0.9325842696629213,1.0,0.12737508043928564
DYNLRB1,CKS2,0.9958958487519344,0.9946511471439144,2.7184927538182064,4.81815380475005,0.8652598753519959,0.8652598753519959,0.949438202247191,0.0,0.949438202247191,1.0,0.12732277249510432
CKLF,COMMD1,0.9949875529839196,0.9963331763439413,3.8934817230707113,1.9911958453878764,0.8628921627899582,0.8628921627899582,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.1273097264401252
MAN2B1,NAGA,0.9949202718159188,0.9948361703559174,2.349282665007065,2.921225973894907,0.8636199554101813,0.8636199554101813,0.9382022471910112,0.0,0.9382022471910112,1.0,0.12729672212120158
CCDC51,MRPL14,0.994634326851914,0.9965350198479448,2.608153639911189,2.674413590795937,0.8653476337256109,0.8653476337256109,0.949438202247191,0.0,0.949438202247191,1.0,0.12727962709961227
