gene_A,gene_B,gene_A_auc,gene_B_auc,gene_A_log2fc,gene_B_log2fc,correlation,abs_correlation,tumor_AND_activation,normal_AND_activation,AND_sensitivity,AND_specificity,pair_score
GTF3A,MAD2L1,0.9957276458319316,0.9951389356119222,1.6110134562336,4.156349323824261,0.8055279757099651,0.8055279757099651,0.9325842696629213,0.0,0.9325842696629213,1.0,0.18053332526593105
LINC01420,LINC00920,0.994869810939918,0.9959799502119356,2.968724063109736,5.25366450581982,0.806721996713024,0.806721996713024,0.9382022471910112,0.0,0.9382022471910112,1.0,0.18050423296495452
UBE2T,COMMD1,0.9959463096279352,0.9963331763439413,5.646122027854405,1.9911958453878764,0.8057337848692498,0.8057337848692498,0.9325842696629213,0.0,0.9325842696629213,1.0,0.18047025507561015
NUDT1,LINC00920,0.9945838659759132,0.9959799502119356,3.1617194577137866,5.25366450581982,0.8068612637129018,0.8068612637129018,0.9382022471910112,0.0,0.9382022471910112,1.0,0.180348263069878
NPC2,MND1,0.9945838659759134,0.9950548341519208,2.7663828399381023,5.538897867186975,0.802107553791834,0.802107553791834,0.9213483146067416,0.005988023952095809,0.9213483146067416,0.9940119760479041,0.18029716739554705
ATP5E,CTSB,0.9953575994079256,0.9947520688959162,2.903379583529571,3.5799245004373272,0.8033805122654988,0.8033805122654988,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.18027235532767652
RNASET2,NPC2,0.9965686604319453,0.9945838659759134,2.8389652694610765,2.7663828399381023,0.8058499632956659,0.8058499632956659,0.9325842696629213,0.0,0.9325842696629213,1.0,0.18026030278168034
MRPL14,LINC00920,0.9965350198479448,0.9959799502119356,2.674413590795937,5.25366450581982,0.8060274475702007,0.8060274475702007,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1802187460857264
TPX2,CD63,0.9954080602839264,0.9978470026239656,6.654686059341989,2.327627726569334,0.8061209194876299,0.8061209194876299,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1801988094512714
NPC2,OCIAD2,0.9945838659759134,0.996938706855951,2.7663828399381023,3.9669676209379,0.8060319269840968,0.8060319269840968,0.9325842696629213,0.0,0.9325842696629213,1.0,0.18012482614072614
KIF4A,CD63,0.996434098095943,0.9978470026239656,6.418663964206419,2.327627726569334,0.808612733924068,0.808612733924068,0.9438202247191011,0.0,0.9438202247191011,1.0,0.18011865529724402
NDUFA1,RGS10,0.995879028459934,0.995189396487923,2.1289500067281164,4.373259220884075,0.8048310474045322,0.8048310474045322,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.18010711219688733
AC009065.4,IFI27,1.0,0.9963331763439413,11.75384606741573,6.051113907017427,0.8122401322985435,0.8122401322985435,0.9606741573033708,0.0,0.9606741573033708,1.0,0.18004534909101325
PTTG1,TP53TG1,0.9954417008679272,0.9946006862679136,5.344155052815717,2.8377416134024083,0.8071742975519416,0.8071742975519416,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.18000233946124816
HPSE,AC000089.3,0.9949875529839196,0.9984525331359752,4.325412251900693,3.0299632409338626,0.806397726109022,0.806397726109022,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1799582375487292
HPSE,BOLA2B,0.9949875529839196,0.9969050662719504,4.325412251900693,2.9417004743322352,0.8039434572157298,0.8039434572157298,0.9213483146067416,0.0,0.9213483146067416,1.0,0.17990412136720485
HPSE,BLOC1S1,0.9949875529839196,0.995122115319922,4.325412251900693,2.293008490883402,0.8061595677852911,0.8061595677852911,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.1798785877273656
AC009065.4,ATP5E,1.0,0.9953575994079256,11.75384606741573,2.903379583529571,0.8124307540953825,0.8124307540953825,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17977466336938125
AC009065.4,SERTAD3,1.0,0.9945502253919128,11.75384606741573,3.3380839063446146,0.812355131032395,0.812355131032395,0.9606741573033708,0.0,0.9606741573033708,1.0,0.1797743729873548
CCDC96,MRPL14,0.9951725761959228,0.9965350198479448,2.658767960707798,2.674413590795937,0.8087503726379118,0.8087503726379118,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17975685498225238
MISP,AC009065.4,0.996366816927942,1.0,7.767093157505214,11.75384606741573,0.8179652170236136,0.8179652170236136,0.9887640449438202,0.0,0.9887640449438202,1.0,0.17966248102778024
AC009065.4,MGST2,1.0,0.9968377851039494,11.75384606741573,2.420642397228016,0.8127663515506435,0.8127663515506435,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17958613281230093
SNRPD1,NAGA,0.9946847877279148,0.9948361703559174,3.0110962154343013,2.921225973894907,0.810024008422945,0.810024008422945,0.949438202247191,0.0,0.949438202247191,1.0,0.1794254090871549
RNASET2,CFL1,0.9965686604319453,0.9953575994079256,2.8389652694610765,3.58724077238781,0.8079828173354165,0.8079828173354165,0.9382022471910112,0.0,0.9382022471910112,1.0,0.17942370628606416
NPC2,DYNLRB1,0.9945838659759134,0.9958958487519344,2.7663828399381023,2.7184927538182064,0.8043479483798216,0.8043479483798216,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.1794187081800438
TEX264,ATP5L,0.9965686604319453,0.997611518535962,1.974107619592277,2.3200297147278457,0.8115906601126474,0.8115906601126474,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.17939261168439122
AC009065.4,COX6B1,1.0,0.9954921617439276,11.75384606741573,2.311949498755298,0.8129512862770538,0.8129512862770538,0.9606741573033708,0.0,0.9606741573033708,1.0,0.1792878522439054
NPC2,POC1A,0.9945838659759134,0.9949539123999191,2.7663828399381023,3.774388256072125,0.8056719264079731,0.8056719264079731,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.1791997677998659
CCDC96,PKM,0.9951725761959228,0.9953239588239252,2.658767960707798,4.02694682432887,0.8093276449441675,0.8093276449441675,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.1790925334977331
TP53TG1,MAD2L1,0.9946006862679136,0.9951389356119222,2.8377416134024083,4.156349323824261,0.8082268275174372,0.8082268275174372,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1789925691235549
AC009065.4,PSMB6,1.0,0.9951052950279218,11.75384606741573,1.9886599845253323,0.8132589013837435,0.8132589013837435,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17895829900256977
DHRS7B,IFI27,0.9949875529839196,0.9963331763439413,1.7343585581645686,6.051113907017427,0.8040406834325489,0.8040406834325489,0.9213483146067416,0.005988023952095809,0.9213483146067416,0.9940119760479041,0.1786868520189584
MAN2B1,MGST2,0.9949202718159188,0.9968377851039494,2.349282665007065,2.420642397228016,0.8064802658086725,0.8064802658086725,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17864702474301603
MISP,CD63,0.996366816927942,0.9978470026239656,7.767093157505214,2.327627726569334,0.8124572235566658,0.8124572235566658,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.17857053179366
SMYD3,EPHX4,0.9947857094799164,0.9968377851039494,3.0911119121307946,7.818003390970866,0.8077281024556419,0.8077281024556419,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17855875261403337
UQCR10,LINC00920,0.9952903182399246,0.9959799502119356,2.180370561124943,5.25366450581982,0.807855388026109,0.807855388026109,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1784088977783526
UBE2S,GBA,0.9958958487519344,0.9949202718159188,3.778860169548543,2.296132345421516,0.811298871698566,0.811298871698566,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17831841122205574
TP53TG1,CCNB1,0.9946006862679136,0.9945165848079124,2.8377416134024083,3.72830410078719,0.8066353907564077,0.8066353907564077,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.17827362073068725
CORO2A,ATP5L,0.9971405503599542,0.997611518535962,6.426852216914485,2.3200297147278457,0.8048374323263872,0.8048374323263872,0.9269662921348315,0.011976047904191617,0.9269662921348315,0.9880239520958084,0.1782735311300539
MISP,ATP5L,0.996366816927942,0.997611518535962,7.767093157505214,2.3200297147278457,0.8116864353620895,0.8116864353620895,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17823483155370612
AC009065.4,GRN,1.0,0.9967368633519478,11.75384606741573,3.5322372199421377,0.8142324202153013,0.8142324202153013,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17817094003307507
KIF4A,COMMD1,0.996434098095943,0.9963331763439413,6.418663964206419,1.9911958453878764,0.8071332640119474,0.8071332640119474,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17813442631412832
UBE2S,COMMD1,0.9958958487519344,0.9963331763439413,3.778860169548543,1.9911958453878764,0.8094243840366752,0.8094243840366752,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1780973657756099
AC009065.4,MRPL14,1.0,0.9965350198479448,11.75384606741573,2.674413590795937,0.8153841548029943,0.8153841548029943,0.9662921348314607,0.0,0.9662921348314607,1.0,0.17808377535561687
RNASET2,MRPL17,0.9965686604319453,0.9952398573639238,2.8389652694610765,2.2809577406983785,0.810628353273075,0.810628353273075,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17800074693424958
TEX264,CTSB,0.9965686604319453,0.9947520688959162,1.974107619592277,3.5799245004373272,0.8071858298930014,0.8071858298930014,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17795660360664453
NPC2,GAPDH,0.9945838659759134,0.9971741909439548,2.7663828399381023,3.5851202650878014,0.8084011476249594,0.8084011476249594,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17794573206129644
UBE2T,AC009065.4,0.9959463096279352,1.0,5.646122027854405,11.75384606741573,0.813404172210979,0.813404172210979,0.9550561797752809,0.0,0.9550561797752809,1.0,0.17784829538614955
AC009065.4,CCNB1,1.0,0.9945165848079124,11.75384606741573,3.72830410078719,0.812308764477977,0.812308764477977,0.949438202247191,0.0,0.949438202247191,1.0,0.1777126535677751
TP53TG1,AC009065.4,0.9946006862679136,1.0,2.8377416134024083,11.75384606741573,0.8146555766278373,0.8146555766278373,0.9606741573033708,0.0,0.9606741573033708,1.0,0.1775749087169718
CCDC96,BOLA2B,0.9951725761959228,0.9969050662719504,2.658767960707798,2.9417004743322352,0.8100305425317782,0.8100305425317782,0.9382022471910112,0.0,0.9382022471910112,1.0,0.17752377190643473
PTTG1,TEX264,0.9954417008679272,0.9965686604319453,5.344155052815717,1.974107619592277,0.8111593250969962,0.8111593250969962,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17751964498594452
MAD2L1,RGS10,0.9951389356119222,0.995189396487923,4.156349323824261,4.373259220884075,0.808738819908634,0.808738819908634,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1775046139440214
NAGA,TCEB2,0.9948361703559174,0.9960304110879364,2.921225973894907,2.6273445132207485,0.812180009410308,0.812180009410308,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17749025418740397
GBA,CKS2,0.9949202718159188,0.9946511471439144,2.296132345421516,4.81815380475005,0.8109729943621216,0.8109729943621216,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1774772423461197
MISP,UQCR10,0.996366816927942,0.9952903182399246,7.767093157505214,2.180370561124943,0.8122899377043145,0.8122899377043145,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17745681013714046
AC009065.4,GAPDH,1.0,0.9971741909439548,11.75384606741573,3.5851202650878014,0.8161187779337392,0.8161187779337392,0.9662921348314607,0.0,0.9662921348314607,1.0,0.17743192954077203
RNASET2,ATOX1,0.9965686604319453,0.9969723474399516,2.8389652694610765,2.821290462894436,0.8091536626376563,0.8091536626376563,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1774055054939376
MAD2L1,DHRS7B,0.9951389356119222,0.9949875529839196,4.156349323824261,1.7343585581645686,0.8089964749103539,0.8089964749103539,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1772475140436802
TPX2,NDUFA1,0.9954080602839264,0.995879028459934,6.654686059341989,2.1289500067281164,0.80910979605541,0.80910979605541,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1772456599665797
NDUFA13,RGS10,0.998990782479984,0.995189396487923,2.554904174796474,4.373259220884075,0.8071075272337744,0.8071075272337744,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.17721694229250914
TP53TG1,HPSE,0.9946006862679136,0.9949875529839196,2.8377416134024083,4.325412251900693,0.8078300803541474,0.8078300803541474,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.17721411923018585
MISP,NUDT1,0.996366816927942,0.9945838659759132,7.767093157505214,3.1617194577137866,0.813612426398007,0.813612426398007,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.17718019953537067
NPC2,NUDT1,0.9945838659759134,0.9945838659759132,2.7663828399381023,3.1617194577137866,0.8078682065297376,0.8078682065297376,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.1771350843701067
RGS10,LINC00920,0.995189396487923,0.9959799502119356,4.373259220884075,5.25366450581982,0.8092341097477666,0.8092341097477666,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17711975856455617
AC009065.4,PKM,1.0,0.9953239588239252,11.75384606741573,4.02694682432887,0.815248892457723,0.815248892457723,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17707064952814522
MAD2L1,ATP5E,0.9951389356119222,0.9953575994079256,4.156349323824261,2.903379583529571,0.8093824287739505,0.8093824287739505,0.9325842696629213,0.0,0.9325842696629213,1.0,0.17692224746216906
DNASE2,TCEB2,0.9956603646639306,0.9960304110879364,2.26181778914082,2.6273445132207485,0.8118260299844717,0.8118260299844717,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.17685192162282345
SNRPD1,AC000089.3,0.9946847877279148,0.9984525331359752,3.0110962154343013,3.0299632409338626,0.8119852565544675,0.8119852565544675,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17684321893736507
TEX264,MAD2L1,0.9965686604319453,0.9951389356119222,1.974107619592277,4.156349323824261,0.811922440291556,0.811922440291556,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17677540653147727
MAN2B1,HPSE,0.9949202718159188,0.9949875529839196,2.349282665007065,4.325412251900693,0.8083768780986604,0.8083768780986604,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17673184746592155
MISP,LINC01420,0.996366816927942,0.994869810939918,7.767093157505214,2.968724063109736,0.8142036810246642,0.8142036810246642,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.17664351865093184
SMYD3,COX7A2,0.9947857094799164,0.9967705039359482,3.0911119121307946,2.320042726905739,0.8132111416572005,0.8132111416572005,0.9606741573033708,0.011976047904191617,0.9606741573033708,0.9880239520958084,0.1765456911454982
CCDC96,HPSE,0.9951725761959228,0.9949875529839196,2.658767960707798,4.325412251900693,0.8074639017689699,0.8074639017689699,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.17653293876110762
COX7B,RGS10,0.9969387068559512,0.995189396487923,2.605707387472245,4.373259220884075,0.8088179522774578,0.8088179522774578,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.17652819399964337
MAD2L1,PSMB6,0.9951389356119222,0.9951052950279218,4.156349323824261,1.9886599845253323,0.8121810854179037,0.8121810854179037,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17640260076838543
HPSE,SHFM1,0.9949875529839196,0.996064051671937,4.325412251900693,2.8740591939716085,0.8100102145686473,0.8100102145686473,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17638874030089485
AC009065.4,PIGU,1.0,0.9947352486039158,11.75384606741573,2.392829610442038,0.8159165910544958,0.8159165910544958,0.9606741573033708,0.0,0.9606741573033708,1.0,0.17637865345690196
ATOX1,MND1,0.9969723474399516,0.9950548341519208,2.821290462894436,5.538897867186975,0.8090199412021529,0.8090199412021529,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17632635467446262
KIF4A,AC009065.4,0.996434098095943,1.0,6.418663964206419,11.75384606741573,0.8150612302828303,0.8150612302828303,0.9550561797752809,0.0,0.9550561797752809,1.0,0.17631199777234852
IFI27,COX7A2,0.9963331763439413,0.9967705039359482,6.051113907017427,2.320042726905739,0.8091553708583498,0.8091553708583498,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.17629653622511
PTTG1,AC009065.4,0.9954417008679272,1.0,5.344155052815717,11.75384606741573,0.816074912173182,0.816074912173182,0.9606741573033708,0.0,0.9606741573033708,1.0,0.1762893710803604
RNASET2,PSMB3,0.9965686604319453,0.9950548341519208,2.8389652694610765,2.7755753481800447,0.8113405644711945,0.8113405644711945,0.9382022471910112,0.0,0.9382022471910112,1.0,0.176259382679142
KIF4A,SMYD3,0.996434098095943,0.9947857094799164,6.418663964206419,3.0911119121307946,0.8101873306504909,0.8101873306504909,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17623919098775254
CORO2A,BOLA2B,0.9971405503599542,0.9969050662719504,6.426852216914485,2.9417004743322352,0.8070479925838406,0.8070479925838406,0.9157303370786517,0.0,0.9157303370786517,1.0,0.17616596081794564
TP53TG1,NPC2,0.9946006862679136,0.9945838659759134,2.8377416134024083,2.7663828399381023,0.8066635500051539,0.8066635500051539,0.9325842696629213,0.017964071856287425,0.9325842696629213,0.9820359281437125,0.17610605351161093
MAD2L1,ATOX1,0.9951389356119222,0.9969723474399516,4.156349323824261,2.821290462894436,0.8116316446065159,0.8116316446065159,0.9382022471910112,0.0,0.9382022471910112,1.0,0.17603053726665893
SNRPD1,CCDC96,0.9946847877279148,0.9951725761959228,3.0110962154343013,2.658767960707798,0.8125888047290823,0.8125888047290823,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17598544914210515
GBA,EPHX4,0.9949202718159188,0.9968377851039494,2.296132345421516,7.818003390970866,0.8094332378040451,0.8094332378040451,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.175927383958296
TCEB2,MND1,0.9960304110879364,0.9950548341519208,2.6273445132207485,5.538897867186975,0.8094515091987482,0.8094515091987482,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17584471238376603
NAGA,NDUFA1,0.9948361703559174,0.995879028459934,2.921225973894907,2.1289500067281164,0.8139160247682515,0.8139160247682515,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17583634495900183
TPX2,COX7A2,0.9954080602839264,0.9967705039359482,6.654686059341989,2.320042726905739,0.810737775684011,0.810737775684011,0.9325842696629213,0.0,0.9325842696629213,1.0,0.17581271990341354
CORO2A,COX7A2,0.9971405503599542,0.9967705039359482,6.426852216914485,2.320042726905739,0.8086446728921418,0.8086446728921418,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.17578098802889763
BOLA2B,RGS10,0.9969050662719504,0.995189396487923,2.9417004743322352,4.373259220884075,0.8084712910054097,0.8084712910054097,0.9213483146067416,0.0,0.9213483146067416,1.0,0.1757671292871291
TCEB2,RGS10,0.9960304110879364,0.995189396487923,2.6273445132207485,4.373259220884075,0.8095967772597765,0.8095967772597765,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.17572252896121027
CCNB1,GRN,0.9945165848079124,0.9967368633519478,3.72830410078719,3.5322372199421377,0.8119707961970727,0.8119707961970727,0.9382022471910112,0.0,0.9382022471910112,1.0,0.1756379344701249
EPHX4,COX7A2,0.9968377851039494,0.9967705039359482,7.818003390970866,2.320042726905739,0.8122032475789512,0.8122032475789512,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1756219556903556
NDUFA1,IFI27,0.995879028459934,0.9963331763439413,2.1289500067281164,6.051113907017427,0.8109641734971079,0.8109641734971079,0.9438202247191011,0.011976047904191617,0.9438202247191011,0.9880239520958084,0.17559270680753877
RGS10,COX7A2,0.995189396487923,0.9967705039359482,4.373259220884075,2.320042726905739,0.8098529645358191,0.8098529645358191,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.17555131888147602
DNASE2,PSMB3,0.9956603646639306,0.9950548341519208,2.26181778914082,2.7755753481800447,0.8131723902335508,0.8131723902335508,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17551307435349778
BOLA2B,COMMD1,0.9969050662719504,0.9963331763439413,2.9417004743322352,1.9911958453878764,0.8113005355243209,0.8113005355243209,0.9325842696629213,0.0,0.9325842696629213,1.0,0.17538319147857967
AC009065.4,LINC01420,1.0,0.994869810939918,11.75384606741573,2.968724063109736,0.818048607501674,0.818048607501674,0.9662921348314607,0.0,0.9662921348314607,1.0,0.1753672091909639
CORO2A,MND1,0.9971405503599542,0.9950548341519208,6.426852216914485,5.538897867186975,0.8112937348997121,0.8112937348997121,0.9325842696629213,0.0,0.9325842696629213,1.0,0.17529774876396195
HPSE,EPHX4,0.9949875529839196,0.9968377851039494,4.325412251900693,7.818003390970866,0.810199577372162,0.810199577372162,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.17522583364675612
CCDC96,CKLF,0.9951725761959228,0.9949875529839196,2.658767960707798,3.8934817230707113,0.8123288384607515,0.8123288384607515,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.17520095290852375
DNASE2,COX6B1,0.9956603646639306,0.9954921617439276,2.26181778914082,2.311949498755298,0.81355023311052,0.81355023311052,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17519659353242767
DNASE2,NUDT1,0.9956603646639306,0.9945838659759132,2.26181778914082,3.1617194577137866,0.812605907051236,0.812605907051236,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.17494968755198312
BOLA2B,SPA17,0.9969050662719504,0.9945502253919128,2.9417004743322352,2.7632888784229293,0.8093179968103602,0.8093179968103602,0.9213483146067416,0.0,0.9213483146067416,1.0,0.17493395567820255
CCDC96,S100A6,0.9951725761959228,0.9968377851039494,2.658767960707798,6.411394479580163,0.8117283231804273,0.8117283231804273,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1748777970224879
AC009065.4,TPX2,1.0,0.9954080602839264,11.75384606741573,6.654686059341989,0.8143242849674527,0.8143242849674527,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1748421390083922
TP53TG1,SNRPD1,0.9946006862679136,0.9946847877279148,2.8377416134024083,3.0110962154343013,0.8148820581263293,0.8148820581263293,0.949438202247191,0.0,0.949438202247191,1.0,0.17481646385942484
RNASET2,COX6B1,0.9965686604319453,0.9954921617439276,2.8389652694610765,2.311949498755298,0.8129291977029385,0.8129291977029385,0.9382022471910112,0.0,0.9382022471910112,1.0,0.17481354356809106
PTTG1,NAGA,0.9954417008679272,0.9948361703559174,5.344155052815717,2.921225973894907,0.8150175725389208,0.8150175725389208,0.949438202247191,0.0,0.949438202247191,1.0,0.17477563763493945
GTF3A,MND1,0.9957276458319316,0.9950548341519208,1.6110134562336,5.538897867186975,0.80957284829699,0.80957284829699,0.9213483146067416,0.0,0.9213483146067416,1.0,0.1746411295535591
MAD2L1,TCEB2,0.9951389356119222,0.9960304110879364,4.156349323824261,2.6273445132207485,0.8143208342768741,0.8143208342768741,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17447397584904542
HPSE,NUDT1,0.9949875529839196,0.9945838659759132,4.325412251900693,3.1617194577137866,0.8108266482612583,0.8108266482612583,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.17444295641842394
MRPL17,RGS10,0.9952398573639238,0.995189396487923,2.2809577406983785,4.373259220884075,0.8120844129224598,0.8120844129224598,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.1744084976810789
NPC2,CCR6,0.9945838659759134,0.9963836372199422,2.7663828399381023,8.924084125008408,0.8098667679958522,0.8098667679958522,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.17440051589449115
MAD2L1,NDUFA1,0.9951389356119222,0.995879028459934,4.156349323824261,2.1289500067281164,0.8143861548659154,0.8143861548659154,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1743993370986673
UBE2S,BLOC1S1,0.9958958487519344,0.995122115319922,3.778860169548543,2.293008490883402,0.8156182962214563,0.8156182962214563,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17425431554400875
GTF3A,CCDC96,0.9957276458319316,0.9951725761959228,1.6110134562336,2.658767960707798,0.8134152898375756,0.8134152898375756,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1742514689551714
MISP,SMYD3,0.996366816927942,0.9947857094799164,7.767093157505214,3.0911119121307946,0.8156641726234214,0.8156641726234214,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.17422273295296112
MISP,GBA,0.996366816927942,0.9949202718159188,7.767093157505214,2.296132345421516,0.8146550806054564,0.8146550806054564,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.17415778284594435
NAGA,LINC00920,0.9948361703559174,0.9959799502119356,2.921225973894907,5.25366450581982,0.8124127976052513,0.8124127976052513,0.9325842696629213,0.0,0.9325842696629213,1.0,0.17413755619547355
TPX2,COMMD1,0.9954080602839264,0.9963331763439413,6.654686059341989,1.9911958453878764,0.810220958244986,0.810220958244986,0.9213483146067416,0.0,0.9213483146067416,1.0,0.17413056714335415
NPC2,PSMB3,0.9945838659759134,0.9950548341519208,2.7663828399381023,2.7755753481800447,0.8123650754745023,0.8123650754745023,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1740788410590681
RNASET2,GAPDH,0.9965686604319453,0.9971741909439548,2.8389652694610765,3.5851202650878014,0.8150699387986284,0.8150699387986284,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17399466827010307
ATOX1,EPHX4,0.9969723474399516,0.9968377851039494,2.821290462894436,7.818003390970866,0.8118060373401086,0.8118060373401086,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.17391586161304504
UBE2S,CORO2A,0.9958958487519344,0.9971405503599542,3.778860169548543,6.426852216914485,0.8106010588251308,0.8106010588251308,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.1739075113359926
DNASE2,EPHX4,0.9956603646639306,0.9968377851039494,2.26181778914082,7.818003390970866,0.8128807008630251,0.8128807008630251,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.17384996155759352
UBE2T,BLOC1S1,0.9959463096279352,0.995122115319922,5.646122027854405,2.293008490883402,0.8150119022980893,0.8150119022980893,0.9438202247191011,0.0,0.9438202247191011,1.0,0.17381580150189477
MAD2L1,COMMD1,0.9951389356119222,0.9963331763439413,4.156349323824261,1.9911958453878764,0.8117623930737077,0.8117623930737077,0.9269662921348315,0.0,0.9269662921348315,1.0,0.17374590129628786
COX7B,CTSB,0.9969387068559512,0.9947520688959162,2.605707387472245,3.5799245004373272,0.8106597820665046,0.8106597820665046,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.17373621180209559
AC009065.4,OCIAD2,1.0,0.996938706855951,11.75384606741573,3.9669676209379,0.820135727248059,0.820135727248059,0.9662921348314607,0.0,0.9662921348314607,1.0,0.17353540353112834
EPHX4,COMMD1,0.9968377851039494,0.9963331763439413,7.818003390970866,1.9911958453878764,0.8121586230710695,0.8121586230710695,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.1735343771398928
LINC01420,MND1,0.994869810939918,0.9950548341519208,2.968724063109736,5.538897867186975,0.81299922264918,0.81299922264918,0.9325842696629213,0.0,0.9325842696629213,1.0,0.173515442733952
