gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category,target_coexpr_est,max_off_target_coexpr_est,scrna_score
ANKLE2,RNF145,0.8693496009171224,0.5397698695819814,0.904494382022472,0.8862275449101796,1.0,0.0,0.3901694284120622,0.004269873992884,0.380513629075853,0.1923917515343685,0.6976804817331629,0.0780338856824124,0.0192391751534368,-12.50355177758674,low-to-moderate correlation / partial independence,0.4674434544208362,0.6176470588235294,-2.620791839696811
ANKLE2,CNN2,0.8693496009171224,0.661063053575096,0.898876404494382,0.8862275449101796,1.0,0.0,0.408856002192179,0.004269873992884,0.2853123411919471,0.1447911075924156,0.6962759873511404,0.0817712004384358,0.0144791107592415,-12.503933522330591,moderate correlation,0.4674434544208362,0.6176470588235294,-2.620791839696811
NMI,DYNLT1,0.6839829858555485,0.8434959870826669,0.9831460674157304,0.934131736526946,0.9420289855072465,0.3278688524590163,0.5341382894632074,0.2064948208498035,0.0384277241696689,0.1224612725097362,0.7967939104772347,0.1068276578926414,0.0122461272509736,-12.50509516351267,moderate correlation,0.345442083618917,0.596401028277635,-2.636563057769258
IFI44L,ELK3,0.6534188075425736,0.7756993216924829,0.8764044943820225,0.9820359281437124,1.0,0.0,0.3289250052268969,0.0,0.0028055905572017,0.0014027952786008,0.7146101056314338,0.0657850010453793,0.00014027952786,-12.506825037100057,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
NMI,IFI27,0.6839829858555485,0.7476312946123221,0.9325842696629212,0.9880239520958084,0.3478260869565217,0.9836065573770492,0.6336067051909632,0.2064948208498035,0.0647198535617027,0.1356073372057532,0.8130102165230753,0.1267213410381926,0.0135607337205753,-12.510087147081983,high redundancy risk,0.345442083618917,0.596401028277635,-2.636563057769258
IFI44,SPRY4,0.4630264832589919,0.8034291432449421,0.1404494382022472,1.0,0.3768115942028985,0.9508196721311476,0.0877092190432914,0.2940521683555983,0.0,0.1470260841777991,0.6170201761340732,0.0175418438086582,0.0147026084177799,-12.511342742237167,weak correlation / high independence,0.1439342015078821,0.5526315789473685,-2.6192236932289603
PLAC8,IFI44L,0.6220726772459807,0.6534188075425736,0.8707865168539326,0.9880239520958084,1.0,0.0,0.3606860330956354,0.0234246257285141,0.0,0.011712312864257,0.7147026172374352,0.072137206619127,0.0011712312864257,-12.51411568282637,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
SLC44A4,PLEKHA2,0.7740984388681964,0.2434402352438865,0.904494382022472,1.0,0.9710144927536232,0.0655737704918032,0.0486050453078931,0.0,0.0,0.0,0.7352706613169746,0.0097210090615786,0.0,-12.515635329848022,weak correlation / high independence,0.1295407813570939,0.5555555555555556,-2.6482369964206836
IFI44L,CNN2,0.6534188075425736,0.661063053575096,0.8764044943820225,0.9461077844311376,1.0,0.0,0.2777770389503047,0.0,0.2853123411919471,0.1426561705959735,0.7056280697032901,0.0555554077900609,0.0142656170595973,-12.519702817304621,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
TINAGL1,SERPINH1,0.8095463111761108,0.7514459501308887,0.8876404494382022,0.9880239520958084,0.9130434782608696,0.4754098360655737,0.314541113787617,0.0,0.0,0.0,0.8160294289651134,0.0629082227575234,0.0,-12.520930956412807,low-to-moderate correlation / partial independence,0.5030843043180261,0.631578947368421,-2.654810432524079
